OrderID,OrderDate,CustomerID,ProductID,Quantity
CA-2017-123967,2017-11-01,SF-20200,OFF-BI-10001308,5
CA-2017-123967,2017-11-01,SF-20200,FUR-TA-10003954,9
CA-2017-148929,2017-09-07,SP-20620,OFF-ST-10003282,8
CA-2017-134404,2017-12-27,DR-12880,TEC-PH-10000576,2
CA-2017-134404,2017-12-27,DR-12880,OFF-AR-10004441,4
CA-2017-109778,2017-07-16,VM-21685,OFF-AR-10003759,2
CA-2016-155845,2016-08-12,CM-12235,TEC-AC-10004145,7
CA-2017-145128,2017-07-09,SM-20320,FUR-FU-10000293,5
CA-2014-129091,2014-11-22,RA-19885,OFF-EN-10004955,3
CA-2014-129091,2014-11-22,RA-19885,OFF-BI-10001071,5
CA-2014-129091,2014-11-22,RA-19885,OFF-EN-10001990,2
CA-2014-129091,2014-11-22,RA-19885,OFF-AP-10002734,3
US-2014-155502,2014-01-26,SD-20485,FUR-FU-10004587,3
US-2014-155502,2014-01-26,SD-20485,OFF-ST-10004337,8
US-2014-155502,2014-01-26,SD-20485,OFF-PA-10003072,3
US-2014-155502,2014-01-26,SD-20485,OFF-PA-10000380,2
US-2014-155502,2014-01-26,SD-20485,TEC-PH-10004833,13
US-2014-155502,2014-01-26,SD-20485,FUR-FU-10001847,3
US-2014-155502,2014-01-26,SD-20485,TEC-PH-10002103,2
CA-2015-121041,2015-11-03,CS-12250,OFF-EN-10001137,2
CA-2017-131695,2017-06-30,RA-19285,OFF-ST-10001476,7
CA-2017-131695,2017-06-30,RA-19285,FUR-FU-10002045,1
CA-2016-137729,2016-05-05,BF-11005,OFF-ST-10001505,1
CA-2016-137729,2016-05-05,BF-11005,TEC-PH-10001433,3
US-2016-115455,2016-09-08,SE-20110,FUR-FU-10004671,2
US-2016-115455,2016-09-08,SE-20110,FUR-TA-10003569,3
CA-2017-128300,2017-11-24,RS-19765,TEC-PH-10002807,2
CA-2017-128300,2017-11-24,RS-19765,OFF-BI-10001597,8
CA-2017-149048,2017-05-13,BM-11650,OFF-EN-10003296,2
CA-2017-149048,2017-05-13,BM-11650,OFF-BI-10004632,3
CA-2017-149048,2017-05-13,BM-11650,TEC-PH-10002310,3
CA-2017-149048,2017-05-13,BM-11650,OFF-ST-10000078,2
CA-2017-149048,2017-05-13,BM-11650,OFF-PA-10001752,3
CA-2017-108553,2017-04-23,SK-19990,OFF-AP-10000026,2
CA-2017-108553,2017-04-23,SK-19990,OFF-SU-10002573,7
CA-2016-165848,2016-06-04,EN-13780,OFF-PA-10000349,3
CA-2016-165848,2016-06-04,EN-13780,TEC-MA-10003356,3
CA-2016-165848,2016-06-04,EN-13780,FUR-BO-10000362,1
CA-2016-165848,2016-06-04,EN-13780,FUR-FU-10003878,4
CA-2014-112718,2014-12-16,KN-16450,OFF-BI-10000591,1
CA-2016-154053,2016-03-04,MG-17890,OFF-AR-10003727,1
CA-2014-127446,2014-11-25,MC-17590,TEC-AC-10001635,3
CA-2014-127446,2014-11-25,MC-17590,OFF-LA-10001317,1
CA-2014-127446,2014-11-25,MC-17590,FUR-TA-10000577,5
CA-2014-127446,2014-11-25,MC-17590,OFF-LA-10000248,2
CA-2014-127446,2014-11-25,MC-17590,OFF-PA-10000955,3
CA-2014-127446,2014-11-25,MC-17590,FUR-FU-10000221,3
CA-2016-137204,2016-04-28,BO-11350,FUR-CH-10002304,2
CA-2014-147298,2014-04-26,AG-10300,FUR-CH-10004886,3
CA-2014-147298,2014-04-26,AG-10300,OFF-BI-10001525,6
CA-2017-147942,2017-04-01,MS-17365,OFF-LA-10003663,2
CA-2017-147942,2017-04-01,MS-17365,OFF-BI-10001294,13
CA-2017-115931,2017-12-22,JM-15655,OFF-AR-10000369,3
CA-2017-115931,2017-12-22,JM-15655,TEC-PH-10001300,4
CA-2017-115931,2017-12-22,JM-15655,OFF-ST-10000876,3
CA-2017-115931,2017-12-22,JM-15655,OFF-LA-10001404,5
CA-2014-164861,2014-12-03,MC-17635,OFF-PA-10001972,4
CA-2017-127180,2017-10-22,TA-21385,TEC-CO-10004722,4
CA-2017-127180,2017-10-22,TA-21385,TEC-PH-10001494,8
CA-2017-127180,2017-10-22,TA-21385,OFF-EN-10002500,5
CA-2017-127180,2017-10-22,TA-21385,TEC-PH-10003800,1
US-2017-165344,2017-11-13,SB-20290,TEC-AC-10002399,4
US-2017-165344,2017-11-13,SB-20290,TEC-MA-10002210,7
US-2017-165344,2017-11-13,SB-20290,OFF-BI-10003196,10
CA-2015-168186,2015-09-10,AB-10150,OFF-PA-10000477,3
US-2017-110604,2017-05-15,JF-15295,FUR-FU-10000076,2
US-2017-110604,2017-05-15,JF-15295,FUR-CH-10002017,2
US-2017-110604,2017-05-15,JF-15295,FUR-CH-10004287,1
CA-2015-116750,2015-07-05,BF-10975,FUR-FU-10003829,2
CA-2015-116750,2015-07-05,BF-10975,OFF-BI-10004728,5
CA-2015-162369,2015-08-15,TT-21265,OFF-ST-10000046,2
CA-2017-108441,2017-06-12,SB-20170,OFF-PA-10000697,4
CA-2017-108441,2017-06-12,SB-20170,OFF-BI-10000848,3
CA-2017-108441,2017-06-12,SB-20170,OFF-AR-10004691,3
CA-2017-108441,2017-06-12,SB-20170,FUR-CH-10000595,4
CA-2015-169740,2015-02-20,LM-17065,TEC-AC-10000927,1
CA-2016-124051,2016-12-29,KA-16525,OFF-PA-10001289,6
CA-2016-149111,2016-04-17,BF-11170,TEC-PH-10003092,1
CA-2016-149111,2016-04-17,BF-11170,FUR-FU-10000206,8
CA-2014-131002,2014-09-07,TB-21400,FUR-FU-10004270,3
CA-2014-131002,2014-09-07,TB-21400,OFF-BI-10000948,3
CA-2014-131002,2014-09-07,TB-21400,OFF-PA-10000223,2
CA-2014-131002,2014-09-07,TB-21400,FUR-FU-10004665,6
CA-2014-131002,2014-09-07,TB-21400,TEC-PH-10000215,3
US-2016-146794,2016-09-26,SH-19975,FUR-BO-10004467,5
CA-2017-112515,2017-09-17,AS-10225,OFF-BI-10000829,3
CA-2017-112515,2017-09-17,AS-10225,OFF-BI-10003712,3
CA-2017-112515,2017-09-17,AS-10225,OFF-PA-10000062,3
CA-2017-112515,2017-09-17,AS-10225,FUR-BO-10003404,3
CA-2017-112515,2017-09-17,AS-10225,OFF-BI-10004233,2
CA-2017-112515,2017-09-17,AS-10225,OFF-ST-10001272,2
CA-2017-112515,2017-09-17,AS-10225,OFF-LA-10001175,5
CA-2016-150343,2016-08-16,PK-19075,OFF-EN-10004030,3
CA-2015-135538,2015-12-24,HR-14830,FUR-CH-10004287,4
CA-2017-123372,2017-11-28,DG-13300,TEC-PH-10002834,11
CA-2017-123372,2017-11-28,DG-13300,OFF-EN-10003055,2
CA-2017-159604,2017-04-14,CL-12700,OFF-BI-10003460,2
CA-2016-164784,2016-05-01,HF-14995,OFF-LA-10001569,1
CA-2016-164784,2016-05-01,HF-14995,FUR-TA-10004534,3
CA-2016-164784,2016-05-01,HF-14995,OFF-BI-10002954,2
CA-2016-111794,2016-10-01,HG-15025,TEC-AC-10003832,3
CA-2016-111794,2016-10-01,HG-15025,OFF-PA-10000474,1
US-2015-139759,2015-08-25,NL-18310,FUR-CH-10002774,1
US-2015-139759,2015-08-25,NL-18310,OFF-AP-10002765,4
CA-2014-126403,2014-09-09,RR-19525,OFF-PA-10001144,3
CA-2014-126403,2014-09-09,RR-19525,FUR-CH-10003761,6
CA-2014-126403,2014-09-09,RR-19525,OFF-PA-10004665,2
CA-2014-126403,2014-09-09,RR-19525,OFF-ST-10000078,5
CA-2017-136875,2017-12-03,TC-21295,OFF-PA-10000357,3
CA-2017-132185,2017-11-27,DB-13615,OFF-AR-10000422,5
CA-2017-132185,2017-11-27,DB-13615,OFF-AP-10001205,1
US-2014-160780,2014-06-21,SV-20785,OFF-BI-10001116,7
US-2014-160780,2014-06-21,SV-20785,OFF-BI-10002931,2
CA-2017-127026,2017-01-21,MH-18115,OFF-BI-10000546,5
CA-2017-127026,2017-01-21,MH-18115,TEC-AC-10002049,5
CA-2017-127026,2017-01-21,MH-18115,OFF-BI-10001196,4
CA-2017-127026,2017-01-21,MH-18115,TEC-MA-10002981,3
CA-2017-127026,2017-01-21,MH-18115,TEC-PH-10003601,1
CA-2017-137085,2017-06-29,CT-11995,OFF-BI-10000632,9
CA-2016-133123,2016-09-06,KB-16315,OFF-EN-10003055,3
CA-2016-133123,2016-09-06,KB-16315,OFF-BI-10001031,2
US-2016-128195,2016-08-04,RA-19285,OFF-BI-10002003,5
CA-2015-153220,2015-11-12,YC-21895,OFF-PA-10003016,5
CA-2014-123064,2014-06-30,RA-19915,OFF-AR-10004582,4
CA-2017-156412,2017-12-04,CM-12160,OFF-BI-10004364,3
US-2016-144211,2016-08-28,CS-12130,OFF-PA-10002246,3
US-2016-144211,2016-08-28,CS-12130,TEC-PH-10002890,3
CA-2016-138079,2016-01-22,AJ-10795,FUR-FU-10001475,5
CA-2014-143182,2014-10-15,DL-12865,FUR-FU-10004270,1
CA-2016-161662,2016-02-07,BE-11410,OFF-PA-10003465,2
CA-2014-145317,2014-03-18,SM-20320,TEC-MA-10003626,4
CA-2014-145317,2014-03-18,SM-20320,TEC-MA-10002412,6
CA-2014-145317,2014-03-18,SM-20320,OFF-PA-10001804,4
CA-2014-145317,2014-03-18,SM-20320,OFF-AR-10003183,3
CA-2014-145317,2014-03-18,SM-20320,FUR-FU-10004270,2
CA-2014-145317,2014-03-18,SM-20320,OFF-FA-10003112,3
CA-2014-145317,2014-03-18,SM-20320,FUR-FU-10001986,3
CA-2014-143413,2014-05-24,RP-19390,OFF-PA-10002319,3
CA-2017-156818,2017-07-11,JD-16015,TEC-AC-10002323,6
CA-2017-155873,2017-06-16,AB-10255,OFF-SU-10001165,2
CA-2017-155873,2017-06-16,AB-10255,OFF-PA-10001246,3
CA-2017-155873,2017-06-16,AB-10255,OFF-PA-10001815,4
CA-2015-121797,2015-01-30,CC-12145,FUR-FU-10001876,7
CA-2015-121797,2015-01-30,CC-12145,TEC-MA-10000488,3
US-2015-120572,2015-12-11,GH-14425,OFF-BI-10001098,2
CA-2017-132430,2017-10-09,CP-12085,FUR-FU-10003577,4
CA-2017-146031,2017-07-29,GM-14440,OFF-AR-10002656,9
CA-2014-110100,2014-04-25,LC-16885,TEC-PH-10004531,3
CA-2015-103723,2015-12-01,BT-11305,OFF-AR-10003251,5
CA-2014-127187,2014-12-04,CP-12085,TEC-PH-10000673,2
CA-2017-128475,2017-08-26,SC-20680,TEC-AC-10000158,2
CA-2014-100006,2014-09-07,DK-13375,TEC-PH-10002075,3
CA-2017-144827,2017-12-21,SE-20110,OFF-ST-10004340,2
CA-2014-110030,2014-12-06,LF-17185,FUR-FU-10002759,3
CA-2014-121286,2014-11-04,ON-18715,OFF-FA-10000585,3
CA-2014-121286,2014-11-04,ON-18715,OFF-AP-10004859,5
CA-2016-164735,2016-04-14,TB-21400,OFF-ST-10001558,5
CA-2014-153479,2014-10-04,DF-13135,OFF-LA-10004689,5
CA-2014-153479,2014-10-04,DF-13135,OFF-BI-10002867,2
CA-2017-149888,2017-11-07,EP-13915,TEC-PH-10003811,5
CA-2017-149888,2017-11-07,EP-13915,FUR-TA-10000849,4
CA-2017-119193,2017-12-22,SK-19990,OFF-BI-10000848,1
CA-2017-119193,2017-12-22,SK-19990,TEC-PH-10003072,7
CA-2017-104801,2017-02-13,FH-14350,OFF-AR-10001547,3
CA-2017-104801,2017-02-13,FH-14350,TEC-AC-10001838,4
CA-2017-104801,2017-02-13,FH-14350,FUR-FU-10004017,1
CA-2014-107594,2014-07-02,EH-13945,TEC-PH-10002923,2
CA-2014-107594,2014-07-02,EH-13945,OFF-AR-10000716,1
CA-2015-129770,2015-02-21,JE-15715,OFF-PA-10000249,4
CA-2015-115798,2015-11-13,KL-16645,TEC-PH-10003691,3
CA-2015-115798,2015-11-13,KL-16645,OFF-PA-10001560,7
CA-2015-115798,2015-11-13,KL-16645,FUR-BO-10004467,3
CA-2015-115798,2015-11-13,KL-16645,TEC-PH-10001819,2
CA-2017-122707,2017-04-16,EB-13750,OFF-SU-10000157,4
CA-2017-122707,2017-04-16,EB-13750,TEC-AC-10004227,2
CA-2016-165015,2016-02-25,BD-11725,OFF-EN-10003134,5
CA-2014-149244,2014-11-04,MS-17530,FUR-FU-10004671,2
CA-2015-140144,2015-06-20,SC-20770,FUR-FU-10002253,6
CA-2015-140144,2015-06-20,SC-20770,TEC-PH-10002726,3
CA-2017-163321,2017-08-07,FM-14380,TEC-AC-10004571,1
CA-2014-155887,2014-05-12,KT-16480,FUR-TA-10002228,3
US-2015-165449,2015-11-22,AP-10720,TEC-AC-10004127,4
CA-2015-110247,2015-12-04,RH-19555,OFF-BI-10001553,3
US-2014-141257,2014-06-08,CS-11950,FUR-CH-10002758,3
CA-2014-154669,2014-08-08,TM-21010,OFF-ST-10000532,11
CA-2014-158029,2014-05-26,HF-14995,FUR-CH-10000988,2
CA-2015-155306,2015-04-17,GA-14515,OFF-AR-10003251,2
CA-2015-155306,2015-04-17,GA-14515,TEC-AC-10003174,3
CA-2015-155306,2015-04-17,GA-14515,TEC-PH-10002310,5
CA-2015-155306,2015-04-17,GA-14515,OFF-AP-10002651,5
CA-2015-155306,2015-04-17,GA-14515,OFF-PA-10001184,2
CA-2016-127775,2016-06-11,ES-14020,TEC-AC-10002402,3
CA-2016-146171,2016-03-11,JP-16135,FUR-FU-10004270,4
CA-2016-146171,2016-03-11,JP-16135,OFF-ST-10001526,4
CA-2014-129574,2014-05-26,Dp-13240,OFF-PA-10002893,5
CA-2017-126536,2017-10-12,NK-18490,TEC-AC-10003709,1
CA-2017-126536,2017-10-12,NK-18490,OFF-BI-10001191,5
CA-2017-165757,2017-06-22,PL-18925,OFF-BI-10003166,3
CA-2017-165757,2017-06-22,PL-18925,OFF-BI-10003982,5
CA-2017-165757,2017-06-22,PL-18925,OFF-ST-10004835,2
CA-2017-167752,2017-01-15,RW-19690,OFF-AP-10000159,1
CA-2017-167752,2017-01-15,RW-19690,OFF-AP-10002945,8
US-2015-122140,2015-04-02,MO-17950,OFF-AP-10001242,2
US-2015-122140,2015-04-02,MO-17950,TEC-AC-10003038,7
US-2015-122140,2015-04-02,MO-17950,TEC-AC-10003289,3
CA-2016-163986,2016-09-03,JJ-15445,OFF-ST-10000918,5
CA-2017-158967,2017-12-10,BT-11680,FUR-FU-10001940,3
CA-2016-131576,2016-11-22,RD-19585,OFF-BI-10002852,3
CA-2017-143455,2017-11-11,ML-17755,OFF-PA-10004451,2
CA-2016-144729,2016-10-21,JE-15745,OFF-ST-10004804,3
CA-2015-127019,2015-12-21,ER-13855,OFF-AP-10003971,7
CA-2015-138534,2015-07-17,JM-15535,FUR-BO-10003159,2
CA-2017-108322,2017-04-30,SS-20140,FUR-FU-10001935,8
CA-2017-108322,2017-04-30,SS-20140,TEC-AC-10003433,3
CA-2017-167668,2017-05-06,TC-21295,OFF-LA-10004544,4
CA-2017-146724,2017-11-20,HG-15025,OFF-AR-10001026,10
CA-2016-139878,2016-11-11,LD-17005,TEC-PH-10001336,2
US-2016-106677,2016-11-05,AS-10285,TEC-PH-10003187,2
CA-2016-116974,2016-10-09,MP-17965,TEC-PH-10004897,4
CA-2015-149972,2015-09-21,CD-12790,FUR-CH-10004997,4
CA-2015-149972,2015-09-21,CD-12790,OFF-FA-10002763,2
US-2014-117744,2014-12-02,MD-17860,FUR-FU-10001588,5
US-2014-117744,2014-12-02,MD-17860,OFF-AR-10000940,7
US-2014-117744,2014-12-02,MD-17860,FUR-FU-10002759,5
CA-2014-125514,2014-09-21,BM-11650,OFF-AP-10000358,2
CA-2014-125514,2014-09-21,BM-11650,OFF-AP-10003281,3
CA-2014-125514,2014-09-21,BM-11650,OFF-PA-10000029,1
CA-2014-154599,2014-04-12,KN-16450,TEC-PH-10001557,14
CA-2014-154599,2014-04-12,KN-16450,TEC-PH-10000576,4
CA-2014-154599,2014-04-12,KN-16450,OFF-BI-10002764,7
CA-2014-154599,2014-04-12,KN-16450,FUR-BO-10001337,3
CA-2017-158743,2017-10-20,IG-15085,OFF-AR-10002257,4
CA-2017-158743,2017-10-20,IG-15085,OFF-PA-10001019,2
CA-2017-158743,2017-10-20,IG-15085,OFF-BI-10003364,5
CA-2016-153318,2016-10-25,JS-15595,TEC-PH-10000984,5
US-2015-110163,2015-11-01,GA-14725,OFF-AR-10001683,1
CA-2017-143329,2017-11-03,DL-13330,FUR-FU-10000629,3
CA-2015-159380,2015-05-12,CS-12505,OFF-PA-10003893,3
CA-2015-159380,2015-05-12,CS-12505,OFF-PA-10004239,6
CA-2015-122623,2015-09-07,CC-12145,FUR-CH-10000553,2
CA-2015-148635,2015-07-25,MH-18025,OFF-FA-10004395,2
CA-2015-148635,2015-07-25,MH-18025,OFF-PA-10004782,2
CA-2015-148635,2015-07-25,MH-18025,FUR-BO-10002213,5
CA-2015-148635,2015-07-25,MH-18025,FUR-CH-10001854,2
CA-2015-135685,2015-11-16,MP-18175,OFF-PA-10000157,9
CA-2015-135685,2015-11-16,MP-18175,FUR-FU-10001185,6
CA-2015-135685,2015-11-16,MP-18175,FUR-TA-10001520,3
CA-2015-135685,2015-11-16,MP-18175,TEC-AC-10004145,4
CA-2015-135685,2015-11-16,MP-18175,FUR-TA-10000688,3
CA-2015-104626,2015-09-01,DR-12940,OFF-BI-10001510,5
CA-2015-104626,2015-09-01,DR-12940,FUR-CH-10003817,1
CA-2015-104626,2015-09-01,DR-12940,FUR-FU-10000308,2
CA-2015-104626,2015-09-01,DR-12940,OFF-ST-10003208,6
CA-2016-160500,2016-05-05,DM-13015,OFF-BI-10003784,5
CA-2016-160500,2016-05-05,DM-13015,FUR-TA-10003748,3
CA-2017-100202,2016-12-31,BD-11620,TEC-PH-10002563,3
CA-2017-131016,2017-09-18,DC-12850,OFF-AR-10000122,2
CA-2017-131016,2017-09-18,DC-12850,OFF-ST-10000352,2
US-2014-112914,2014-09-25,MT-18070,OFF-PA-10003270,8
US-2014-112914,2014-09-25,MT-18070,FUR-BO-10003272,2
US-2014-112914,2014-09-25,MT-18070,OFF-BI-10002982,2
US-2014-112914,2014-09-25,MT-18070,OFF-EN-10001509,2
CA-2016-124149,2016-04-23,MJ-17740,OFF-PA-10002421,6
CA-2016-124149,2016-04-23,MJ-17740,OFF-ST-10000760,5
CA-2016-124149,2016-04-23,MJ-17740,OFF-PA-10002923,2
CA-2014-148915,2014-11-01,ND-18370,OFF-ST-10001128,5
CA-2014-148915,2014-11-01,ND-18370,TEC-PH-10000673,3
CA-2017-134649,2017-01-26,CA-11965,OFF-AR-10001547,7
CA-2017-134649,2017-01-26,CA-11965,OFF-BI-10001890,2
CA-2017-110842,2017-11-11,GA-14725,OFF-AP-10003971,1
CA-2017-110842,2017-11-11,GA-14725,OFF-PA-10000520,3
CA-2017-110842,2017-11-11,GA-14725,OFF-BI-10000977,5
CA-2016-147368,2016-06-09,TC-21295,TEC-MA-10002178,2
US-2015-104185,2015-09-03,JB-15400,OFF-ST-10001526,1
US-2014-125521,2014-03-14,CK-12325,FUR-CH-10003379,4
US-2017-135062,2017-08-31,RL-19615,OFF-PA-10000100,7
CA-2017-135650,2017-03-23,AC-10660,OFF-ST-10001809,2
CA-2017-112865,2017-05-18,BH-11710,TEC-AC-10000387,3
US-2016-162852,2016-12-27,BG-11695,FUR-CH-10004853,8
CA-2017-138163,2017-11-17,XP-21865,OFF-AR-10001958,3
CA-2017-152093,2017-09-10,SN-20560,OFF-BI-10003527,3
CA-2017-157854,2017-04-08,DM-13345,FUR-FU-10003832,6
CA-2017-157854,2017-04-08,DM-13345,OFF-BI-10001359,3
CA-2016-123617,2016-11-28,AJ-10780,OFF-BI-10002976,6
US-2016-128293,2016-06-02,KC-16255,OFF-ST-10000736,1
CA-2017-107342,2017-12-17,VF-21715,OFF-PA-10001745,4
CA-2016-136371,2016-03-19,SV-20935,FUR-FU-10000409,1
CA-2016-136371,2016-03-19,SV-20935,FUR-FU-10000221,4
CA-2017-137344,2017-08-20,EM-13810,OFF-ST-10000344,3
CA-2017-169810,2017-07-25,RB-19360,OFF-LA-10003663,7
CA-2016-128594,2016-08-26,DJ-13510,FUR-CH-10001215,4
CA-2016-154690,2016-08-15,CC-12370,FUR-CH-10000988,2
CA-2017-138975,2017-05-19,SC-20380,TEC-AC-10003441,4
CA-2017-138975,2017-05-19,SC-20380,TEC-PH-10004389,3
CA-2017-138975,2017-05-19,SC-20380,FUR-BO-10004695,9
CA-2017-138975,2017-05-19,SC-20380,OFF-PA-10000100,7
CA-2017-106537,2017-08-12,RH-19495,OFF-PA-10000223,4
US-2017-103828,2017-08-13,JK-15370,OFF-ST-10001325,3
US-2017-103828,2017-08-13,JK-15370,OFF-AP-10004249,7
US-2017-103828,2017-08-13,JK-15370,OFF-AR-10000588,3
US-2017-103828,2017-08-13,JK-15370,OFF-SU-10000946,4
CA-2016-115588,2016-11-10,AF-10885,OFF-SU-10001225,5
CA-2016-115588,2016-11-10,AF-10885,OFF-ST-10001558,3
CA-2017-143861,2017-06-12,LC-16885,FUR-FU-10001546,2
CA-2014-148040,2014-03-22,BF-11275,OFF-PA-10002581,3
CA-2014-148040,2014-03-22,BF-11275,FUR-CH-10001482,3
CA-2017-135167,2017-06-15,SC-20800,OFF-AR-10002399,1
CA-2017-137022,2017-11-16,SW-20275,OFF-ST-10001963,8
US-2017-102638,2017-12-29,MC-17845,OFF-FA-10002988,3
US-2016-167339,2016-01-21,TD-20995,FUR-CH-10004289,2
US-2016-167339,2016-01-21,TD-20995,FUR-CH-10000785,7
CA-2016-152072,2016-01-15,Dp-13240,OFF-EN-10003040,2
CA-2016-152072,2016-01-15,Dp-13240,OFF-AR-10001573,2
CA-2016-152072,2016-01-15,Dp-13240,TEC-AC-10000844,3
CA-2016-102932,2016-09-19,SD-20485,OFF-BI-10000756,6
CA-2016-102932,2016-09-19,SD-20485,OFF-SU-10000381,3
CA-2014-165540,2014-02-21,TM-21010,OFF-BI-10004094,5
CA-2016-130799,2016-11-11,BK-11260,FUR-FU-10001852,4
CA-2016-164483,2016-01-30,JF-15490,OFF-BI-10000014,2
US-2016-159856,2016-10-18,EP-13915,FUR-CH-10003396,5
CA-2017-102099,2017-12-18,EP-13915,OFF-AR-10003811,3
CA-2017-102099,2017-12-18,EP-13915,OFF-PA-10003172,2
CA-2017-102099,2017-12-18,EP-13915,OFF-PA-10000289,5
CA-2017-164049,2017-11-02,KH-16630,OFF-PA-10000791,5
CA-2014-142727,2014-04-29,HG-14845,FUR-CH-10002304,2
CA-2014-142727,2014-04-29,HG-14845,OFF-BI-10000136,3
CA-2017-139913,2017-10-23,JC-16105,OFF-PA-10003739,2
CA-2017-139913,2017-10-23,JC-16105,OFF-PA-10002479,5
CA-2017-139913,2017-10-23,JC-16105,FUR-FU-10000771,11
CA-2017-139913,2017-10-23,JC-16105,TEC-PH-10001552,3
CA-2014-169033,2014-03-30,KM-16720,OFF-AR-10001915,5
US-2016-164630,2016-01-04,EB-13975,TEC-CO-10000971,4
US-2015-114839,2015-04-26,PW-19240,FUR-CH-10004086,2
CA-2015-166464,2015-09-12,PG-18895,TEC-CO-10000971,2
CA-2015-166464,2015-09-12,PG-18895,OFF-LA-10001317,4
CA-2017-124898,2017-09-11,DB-12910,OFF-PA-10003656,7
CA-2016-164035,2016-06-12,CR-12730,OFF-PA-10002160,5
CA-2016-153577,2016-06-27,KH-16330,OFF-PA-10000575,7
CA-2016-153577,2016-06-27,KH-16330,FUR-CH-10003981,3
CA-2014-127586,2014-09-26,CS-12400,OFF-ST-10002615,2
CA-2017-121615,2017-11-03,DL-12925,OFF-PA-10000327,2
CA-2017-121615,2017-11-03,DL-12925,OFF-ST-10001325,5
CA-2017-121615,2017-11-03,DL-12925,OFF-LA-10001771,3
CA-2017-166415,2017-02-19,ME-17725,OFF-FA-10004968,3
CA-2015-118444,2015-11-05,VD-21670,OFF-AP-10000576,4
CA-2014-113929,2014-06-16,CK-12205,OFF-EN-10003286,5
CA-2014-113929,2014-06-16,CK-12205,OFF-AR-10003772,4
CA-2014-113929,2014-06-16,CK-12205,OFF-BI-10002852,3
CA-2015-134747,2015-10-12,DL-12925,TEC-PH-10002890,3
CA-2015-134747,2015-10-12,DL-12925,OFF-BI-10001308,2
CA-2015-134747,2015-10-12,DL-12925,TEC-PH-10001750,4
CA-2017-155047,2017-08-27,SE-20110,OFF-AR-10003338,1
CA-2016-160129,2016-11-23,LS-17200,OFF-FA-10002763,5
CA-2016-160129,2016-11-23,LS-17200,FUR-FU-10002088,2
CA-2016-160129,2016-11-23,LS-17200,FUR-FU-10003976,7
CA-2017-164329,2017-01-30,MM-17920,OFF-ST-10001511,2
US-2015-141453,2015-11-30,DB-13270,OFF-BI-10000301,3
CA-2014-156993,2014-06-28,RW-19630,OFF-FA-10003495,1
CA-2014-157721,2014-09-02,JM-16195,OFF-AP-10001303,1
CA-2014-157721,2014-09-02,JM-16195,FUR-FU-10002116,1
CA-2017-128629,2017-07-10,BP-11155,FUR-FU-10000771,3
CA-2017-158106,2017-06-04,CT-11995,OFF-AR-10002255,3
US-2017-120390,2017-10-19,TH-21550,OFF-BI-10004995,4
CA-2017-143434,2017-11-18,ME-17320,FUR-FU-10002597,4
CA-2015-168564,2015-08-08,TT-21220,OFF-BI-10004970,2
CA-2015-168564,2015-08-08,TT-21220,OFF-BI-10002557,2
CA-2015-168564,2015-08-08,TT-21220,FUR-CH-10000785,1
US-2016-169040,2016-12-06,GT-14710,TEC-PH-10002310,1
US-2016-169040,2016-12-06,GT-14710,TEC-PH-10002834,3
US-2016-169040,2016-12-06,GT-14710,OFF-EN-10000927,1
US-2016-169040,2016-12-06,GT-14710,OFF-BI-10001636,7
US-2016-169040,2016-12-06,GT-14710,OFF-PA-10001736,7
US-2016-169040,2016-12-06,GT-14710,OFF-PA-10000482,5
US-2016-169040,2016-12-06,GT-14710,OFF-BI-10001658,3
CA-2017-155880,2017-03-25,JD-16150,FUR-CH-10000422,1
CA-2017-155880,2017-03-25,JD-16150,FUR-CH-10004675,7
CA-2017-155880,2017-03-25,JD-16150,FUR-CH-10002880,3
CA-2017-126242,2017-11-19,MC-18100,OFF-ST-10000675,9
CA-2017-126242,2017-11-19,MC-18100,FUR-FU-10002685,1
CA-2016-166443,2016-11-04,LH-17020,FUR-FU-10004020,7
CA-2017-169859,2017-12-14,MP-18175,FUR-FU-10004963,3
CA-2017-169859,2017-12-14,MP-18175,OFF-BI-10000174,14
CA-2017-169859,2017-12-14,MP-18175,OFF-EN-10000461,5
CA-2017-134915,2017-11-12,EM-14140,TEC-AC-10001266,4
CA-2017-134915,2017-11-12,EM-14140,OFF-PA-10002160,5
CA-2017-134915,2017-11-12,EM-14140,FUR-CH-10004875,2
CA-2017-134915,2017-11-12,EM-14140,FUR-FU-10000305,2
CA-2017-134915,2017-11-12,EM-14140,TEC-PH-10000347,2
CA-2017-134915,2017-11-12,EM-14140,TEC-PH-10001459,2
CA-2016-153353,2016-08-18,GG-14650,TEC-PH-10000439,1
CA-2017-123638,2017-06-27,MA-17995,FUR-CH-10002647,3
CA-2017-168900,2017-05-04,SH-20395,OFF-BI-10003910,1
CA-2015-158456,2015-12-24,KT-16465,OFF-BI-10001097,4
CA-2015-158456,2015-12-24,KT-16465,OFF-FA-10004854,4
CA-2017-143665,2017-04-26,PO-19180,OFF-PA-10003673,3
CA-2017-143665,2017-04-26,PO-19180,OFF-LA-10002034,8
CA-2017-137428,2017-12-16,AY-10555,FUR-CH-10002774,2
CA-2017-137428,2017-12-16,AY-10555,FUR-CH-10003817,2
CA-2017-137428,2017-12-16,AY-10555,OFF-BI-10002949,5
CA-2017-137428,2017-12-16,AY-10555,FUR-FU-10002445,2
