OrderID,ShipDate,ShipMode,AddressID,ShipmentID
US-2017-101784,2017-07-11,Standard Class,AD000151,SH001002
CA-2017-141705,2017-10-26,First Class,AD000151,SH001003
CA-2015-130183,2015-11-17,Standard Class,AD000151,SH001004
US-2016-150147,2016-04-29,Second Class,AD000152,SH001005
CA-2015-120880,2015-06-03,Standard Class,AD000152,SH001006
CA-2015-142944,2015-03-11,Standard Class,AD000152,SH001007
CA-2015-112557,2015-04-28,First Class,AD000152,SH001008
US-2015-142811,2015-04-07,Standard Class,AD000152,SH001009
US-2014-164644,2014-07-24,Second Class,AD000152,SH001010
CA-2015-137946,2015-09-04,Second Class,AD000153,SH001011
CA-2017-132185,2017-12-02,Standard Class,AD000153,SH001012
CA-2014-137351,2014-10-04,Standard Class,AD000153,SH001013
CA-2016-115224,2016-12-11,Second Class,AD000153,SH001014
CA-2016-135636,2016-10-13,Standard Class,AD000153,SH001015
CA-2017-145779,2017-05-10,Standard Class,AD000153,SH001016
CA-2017-133074,2017-09-25,Standard Class,AD000153,SH001017
CA-2014-129924,2014-07-17,Standard Class,AD000154,SH001018
US-2017-158218,2017-05-15,Second Class,AD000154,SH001019
CA-2016-144400,2016-02-27,Standard Class,AD000154,SH001020
CA-2017-169901,2017-06-19,Standard Class,AD000157,SH001021
CA-2017-118542,2017-12-05,Standard Class,AD000157,SH001022
CA-2017-123071,2017-12-06,First Class,AD000157,SH001023
CA-2017-134306,2017-07-12,Standard Class,AD000158,SH001024
CA-2017-111178,2017-06-22,Standard Class,AD000158,SH001025
CA-2017-150959,2017-11-13,First Class,AD000158,SH001026
US-2017-100209,2017-07-15,Standard Class,AD000158,SH001027
US-2016-167339,2016-01-23,Second Class,AD000158,SH001028
CA-2015-114468,2015-08-23,Same Day,AD000158,SH001029
CA-2017-103156,2017-11-24,First Class,AD000158,SH001030
CA-2017-104010,2017-04-25,First Class,AD000158,SH001031
CA-2014-130155,2014-05-22,First Class,AD000158,SH001032
CA-2016-129714,2016-09-03,First Class,AD000159,SH001033
CA-2016-161207,2016-09-03,Standard Class,AD000159,SH001034
US-2016-108637,2016-03-18,Standard Class,AD000159,SH001035
CA-2017-134173,2017-09-21,Standard Class,AD000159,SH001036
CA-2017-159688,2017-05-12,Standard Class,AD000159,SH001037
CA-2015-150511,2015-09-24,Standard Class,AD000159,SH001038
CA-2017-107174,2017-11-13,Standard Class,AD000159,SH001039
CA-2017-118213,2017-11-07,First Class,AD000159,SH001040
CA-2016-138520,2016-04-13,Standard Class,AD000160,SH001041
CA-2014-162362,2014-11-18,Standard Class,AD000160,SH001042
CA-2014-103590,2014-12-04,Standard Class,AD000160,SH001043
CA-2017-112473,2017-06-01,Standard Class,AD000160,SH001044
CA-2017-156776,2017-08-11,Standard Class,AD000160,SH001045
CA-2017-167976,2017-11-14,Second Class,AD000160,SH001046
CA-2017-155698,2017-03-11,First Class,AD000162,SH001047
CA-2017-154816,2017-11-10,Standard Class,AD000162,SH001048
CA-2015-111395,2015-11-27,Standard Class,AD000162,SH001049
CA-2016-162313,2016-11-30,First Class,AD000162,SH001050
CA-2016-120369,2016-10-28,Same Day,AD000162,SH001051
CA-2015-121132,2015-07-24,Standard Class,AD000162,SH001052
CA-2017-144904,2017-10-01,Standard Class,AD000163,SH001053
US-2015-149692,2015-12-12,Standard Class,AD000163,SH001054
CA-2016-146682,2016-10-31,First Class,AD000163,SH001055
CA-2015-102491,2015-08-28,Standard Class,AD000163,SH001056
CA-2017-115805,2017-07-31,Same Day,AD000163,SH001057
CA-2014-123344,2014-09-29,Standard Class,AD000164,SH001058
US-2015-125374,2015-03-29,Standard Class,AD000164,SH001059
CA-2017-168123,2017-03-05,Same Day,AD000164,SH001060
CA-2016-155516,2016-10-21,Same Day,AD000165,SH001061
CA-2017-164917,2017-12-07,Standard Class,AD000165,SH001062
CA-2015-107468,2015-12-22,Standard Class,AD000165,SH001063
US-2017-132206,2017-06-21,Standard Class,AD000165,SH001064
US-2016-148901,2016-05-19,Standard Class,AD000165,SH001065
CA-2016-132479,2016-09-26,First Class,AD000165,SH001066
CA-2017-100580,2017-08-20,Standard Class,AD000165,SH001067
CA-2014-161032,2014-11-23,Standard Class,AD000165,SH001068
CA-2017-104745,2017-06-04,Standard Class,AD000166,SH001069
CA-2016-130029,2016-07-06,First Class,AD000166,SH001070
CA-2017-130526,2017-11-29,First Class,AD000166,SH001071
CA-2015-105725,2015-02-24,Standard Class,AD000166,SH001072
US-2014-119137,2014-07-27,Standard Class,AD000167,SH001073
CA-2015-148376,2015-12-31,Standard Class,AD000167,SH001074
CA-2015-130785,2015-09-09,Standard Class,AD000167,SH001075
CA-2016-158435,2016-05-18,First Class,AD000167,SH001076
CA-2017-116939,2017-09-29,Standard Class,AD000167,SH001077
CA-2017-161557,2017-09-08,Standard Class,AD000167,SH001078
CA-2015-136728,2015-09-17,Second Class,AD000167,SH001079
CA-2015-115399,2015-12-22,First Class,AD000167,SH001080
CA-2016-160108,2016-12-12,Standard Class,AD000167,SH001081
CA-2017-110198,2017-05-02,First Class,AD000167,SH001082
US-2016-134656,2016-10-01,First Class,AD000168,SH001083
CA-2015-119592,2015-12-16,Second Class,AD000168,SH001084
CA-2017-148068,2017-09-25,Standard Class,AD000168,SH001085
CA-2016-124793,2016-03-16,First Class,AD000168,SH001086
CA-2017-109099,2017-10-11,Standard Class,AD000168,SH001087
US-2014-147774,2014-01-26,Standard Class,AD000168,SH001088
CA-2017-112172,2017-06-14,Second Class,AD000168,SH001089
CA-2015-168760,2015-09-26,Second Class,AD000168,SH001090
CA-2015-132941,2015-05-28,First Class,AD000168,SH001091
US-2017-134481,2017-09-01,Standard Class,AD000169,SH001092
CA-2017-140844,2017-06-23,Standard Class,AD000169,SH001093
CA-2014-157882,2014-10-08,Second Class,AD000169,SH001094
CA-2015-164427,2015-08-06,Standard Class,AD000169,SH001095
CA-2017-149468,2017-05-20,Same Day,AD000169,SH001096
CA-2015-130792,2015-05-05,Standard Class,AD000170,SH001097
CA-2014-134313,2014-11-07,Standard Class,AD000170,SH001098
CA-2017-140585,2017-12-23,Second Class,AD000170,SH001099
CA-2017-112809,2017-08-22,Standard Class,AD000170,SH001100
CA-2014-102008,2014-10-04,Standard Class,AD000170,SH001101
CA-2014-123064,2014-07-02,First Class,AD000170,SH001102
CA-2016-149979,2016-09-28,Second Class,AD000170,SH001103
US-2015-122784,2015-07-27,Standard Class,AD000170,SH001104
CA-2015-149909,2015-11-17,Standard Class,AD000170,SH001105
CA-2016-134775,2016-10-29,First Class,AD000171,SH001106
CA-2016-163755,2016-11-08,Second Class,AD000171,SH001107
US-2016-106677,2016-11-10,Standard Class,AD000171,SH001108
CA-2017-149706,2017-12-12,First Class,AD000171,SH001109
CA-2016-114209,2016-05-26,Standard Class,AD000171,SH001110
US-2016-164196,2016-11-17,Standard Class,AD000171,SH001111
CA-2015-125395,2015-06-29,Second Class,AD000172,SH001112
CA-2014-163552,2014-07-15,Standard Class,AD000172,SH001113
CA-2017-130771,2017-08-03,Standard Class,AD000172,SH001114
CA-2016-164091,2016-09-22,Standard Class,AD000172,SH001115
CA-2016-155187,2016-09-26,Second Class,AD000172,SH001116
CA-2016-108882,2016-01-15,Standard Class,AD000172,SH001117
CA-2015-129700,2015-05-05,First Class,AD000172,SH001118
CA-2016-123806,2016-11-27,Second Class,AD000172,SH001119
CA-2016-122903,2016-05-29,Second Class,AD000172,SH001120
CA-2014-107811,2014-05-03,Standard Class,AD000172,SH001121
CA-2016-132829,2016-12-26,Second Class,AD000172,SH001122
US-2015-168935,2015-12-02,Standard Class,AD000173,SH001123
CA-2017-102771,2017-04-05,Standard Class,AD000173,SH001124
CA-2017-140760,2017-06-05,Second Class,AD000173,SH001125
CA-2016-133144,2016-05-21,Second Class,AD000173,SH001126
CA-2015-121272,2015-04-04,Standard Class,AD000173,SH001127
CA-2014-108903,2014-10-03,Same Day,AD000173,SH001128
CA-2017-100636,2017-06-30,Standard Class,AD000173,SH001129
CA-2015-169299,2015-08-26,First Class,AD000173,SH001130
US-2017-100398,2017-08-23,Standard Class,AD000173,SH001131
CA-2015-122756,2015-12-07,Standard Class,AD000174,SH001132
CA-2015-113173,2015-11-17,Second Class,AD000174,SH001133
CA-2017-100650,2017-07-03,Second Class,AD000174,SH001134
CA-2014-157623,2014-03-18,Standard Class,AD000174,SH001135
CA-2016-155481,2016-09-05,Standard Class,AD000174,SH001136
CA-2017-105480,2017-12-26,Standard Class,AD000174,SH001137
CA-2016-130288,2016-11-30,Second Class,AD000174,SH001138
CA-2016-127138,2016-03-15,Second Class,AD000174,SH001139
CA-2016-168543,2016-07-07,Standard Class,AD000174,SH001140
CA-2014-115973,2014-11-26,First Class,AD000175,SH001141
CA-2017-130386,2017-11-18,Standard Class,AD000175,SH001142
CA-2014-122749,2014-12-09,Standard Class,AD000175,SH001143
CA-2015-103961,2015-11-09,Standard Class,AD000175,SH001144
CA-2015-137708,2015-11-25,Second Class,AD000175,SH001145
CA-2017-101798,2017-12-15,Standard Class,AD000176,SH001146
CA-2016-127698,2016-12-01,Same Day,AD000176,SH001147
CA-2015-120320,2015-03-09,Standard Class,AD000176,SH001148
CA-2016-114895,2016-11-28,Standard Class,AD000176,SH001149
CA-2014-134103,2014-02-04,Standard Class,AD000176,SH001150
CA-2016-123512,2016-06-19,First Class,AD000176,SH001151
CA-2015-107020,2015-07-14,Standard Class,AD000176,SH001152
US-2014-135972,2014-09-23,Second Class,AD000177,SH001153
CA-2014-142951,2014-10-08,Same Day,AD000177,SH001154
CA-2015-123092,2015-12-07,Standard Class,AD000177,SH001155
US-2014-134971,2014-06-10,Second Class,AD000178,SH001156
CA-2016-156811,2016-11-02,Standard Class,AD000178,SH001157
CA-2017-105445,2017-02-25,Second Class,AD000178,SH001158
CA-2017-160325,2017-09-24,Same Day,AD000178,SH001159
CA-2017-137365,2017-12-03,Second Class,AD000178,SH001160
CA-2014-146990,2014-11-08,First Class,AD000178,SH001161
CA-2014-137911,2014-10-15,Standard Class,AD000178,SH001162
CA-2017-161851,2017-04-17,First Class,AD000178,SH001163
CA-2015-148180,2015-07-31,Standard Class,AD000178,SH001164
CA-2015-138219,2015-03-30,Standard Class,AD000178,SH001165
CA-2017-135377,2017-12-18,Standard Class,AD000178,SH001166
CA-2014-162992,2014-12-21,First Class,AD000178,SH001167
CA-2017-102946,2017-07-05,Standard Class,AD000179,SH001168
CA-2015-130610,2015-07-10,Standard Class,AD000179,SH001169
CA-2017-105333,2017-12-04,Standard Class,AD000179,SH001170
CA-2017-165603,2017-10-19,Second Class,AD000180,SH001171
CA-2017-108322,2017-05-05,Standard Class,AD000180,SH001172
CA-2014-120544,2014-11-27,Standard Class,AD000180,SH001173
CA-2017-136063,2017-12-19,Standard Class,AD000180,SH001174
CA-2016-101168,2017-01-01,Standard Class,AD000180,SH001175
CA-2017-145772,2017-06-07,Standard Class,AD000180,SH001176
CA-2017-164756,2017-09-22,Standard Class,AD000180,SH001177
CA-2015-143616,2015-09-29,Second Class,AD000180,SH001178
CA-2016-108987,2016-09-10,Second Class,AD000182,SH001179
CA-2017-101483,2017-08-01,Second Class,AD000182,SH001180
CA-2015-137512,2015-05-12,Standard Class,AD000182,SH001181
CA-2017-163335,2017-09-27,First Class,AD000182,SH001182
US-2017-104094,2017-09-11,Standard Class,AD000182,SH001183
CA-2016-133368,2016-01-20,Standard Class,AD000182,SH001184
US-2017-146822,2017-06-14,Standard Class,AD000182,SH001185
CA-2014-113166,2014-12-26,First Class,AD000183,SH001186
CA-2016-106341,2016-10-23,First Class,AD000183,SH001187
CA-2015-109512,2015-03-05,Same Day,AD000183,SH001188
CA-2014-110030,2014-12-08,Second Class,AD000183,SH001189
CA-2017-148264,2017-12-09,First Class,AD000183,SH001190
CA-2017-118521,2017-02-20,Standard Class,AD000183,SH001191
CA-2014-169019,2014-07-30,Standard Class,AD000183,SH001192
CA-2017-117933,2017-12-29,Standard Class,AD000185,SH001193
CA-2014-123925,2014-12-19,Second Class,AD000185,SH001194
CA-2014-151078,2014-11-12,Same Day,AD000185,SH001195
CA-2017-136497,2017-04-20,Standard Class,AD000185,SH001196
CA-2016-136686,2016-12-16,Standard Class,AD000185,SH001197
CA-2016-139381,2016-04-22,Standard Class,AD000185,SH001198
CA-2016-125843,2016-08-16,First Class,AD000185,SH001199
CA-2015-130855,2016-01-05,Standard Class,AD000185,SH001200
CA-2017-117457,2017-12-12,Standard Class,AD000186,SH001201
US-2014-109036,2014-12-25,Standard Class,AD000186,SH001202
CA-2014-138023,2014-08-18,First Class,AD000186,SH001203
CA-2017-111262,2017-11-01,Second Class,AD000186,SH001204
CA-2014-152233,2014-10-06,First Class,AD000186,SH001205
CA-2015-133242,2015-06-24,Standard Class,AD000186,SH001206
CA-2015-104948,2015-11-17,Standard Class,AD000186,SH001207
CA-2017-142636,2017-11-07,Standard Class,AD000187,SH001208
CA-2016-138695,2016-06-03,Standard Class,AD000187,SH001209
CA-2017-123687,2017-05-29,First Class,AD000187,SH001210
CA-2014-129819,2014-12-15,Second Class,AD000187,SH001211
CA-2017-122105,2017-06-28,Standard Class,AD000188,SH001212
CA-2016-122392,2016-07-27,Standard Class,AD000188,SH001213
US-2016-112977,2016-03-16,Standard Class,AD000188,SH001214
CA-2016-128818,2016-05-11,Standard Class,AD000188,SH001215
US-2016-161683,2016-12-08,Standard Class,AD000188,SH001216
CA-2017-150469,2017-01-30,Standard Class,AD000188,SH001217
CA-2017-102204,2017-05-06,Standard Class,AD000188,SH001218
CA-2017-144491,2017-04-01,Standard Class,AD000188,SH001219
CA-2016-148796,2016-04-18,Standard Class,AD000189,SH001220
CA-2015-167269,2015-06-20,Standard Class,AD000189,SH001221
US-2014-150532,2014-07-21,Standard Class,AD000189,SH001222
CA-2015-137526,2015-01-17,Standard Class,AD000189,SH001223
CA-2014-107573,2014-12-17,Standard Class,AD000189,SH001224
US-2014-111353,2014-12-06,Standard Class,AD000189,SH001225
CA-2017-142391,2017-09-24,Same Day,AD000189,SH001226
CA-2014-146843,2014-12-06,Standard Class,AD000189,SH001227
CA-2017-125388,2017-10-23,Standard Class,AD000193,SH001228
CA-2016-142335,2016-12-19,Standard Class,AD000193,SH001229
CA-2017-155152,2017-07-09,Second Class,AD000193,SH001230
CA-2016-116974,2016-10-15,Standard Class,AD000193,SH001231
US-2015-149629,2015-07-20,Second Class,AD000193,SH001232
CA-2016-139689,2017-01-03,Standard Class,AD000193,SH001233
CA-2015-110765,2015-10-20,Second Class,AD000193,SH001234
US-2015-145121,2015-10-06,Standard Class,AD000193,SH001235
US-2015-163433,2015-04-22,Second Class,AD000193,SH001236
CA-2017-155705,2017-08-23,Second Class,AD000194,SH001237
US-2016-157945,2016-10-01,Standard Class,AD000194,SH001238
CA-2015-147830,2015-12-18,First Class,AD000194,SH001239
CA-2014-127614,2014-02-15,Standard Class,AD000194,SH001240
CA-2016-113551,2016-08-20,First Class,AD000194,SH001241
CA-2017-130505,2017-10-12,Same Day,AD000194,SH001242
US-2017-152842,2017-07-23,Standard Class,AD000194,SH001243
CA-2014-101476,2014-09-13,First Class,AD000196,SH001244
US-2014-118486,2014-04-08,First Class,AD000196,SH001245
CA-2017-102337,2017-06-16,First Class,AD000196,SH001246
US-2014-155502,2014-01-31,Standard Class,AD000196,SH001247
CA-2016-102932,2016-09-23,Second Class,AD000196,SH001248
US-2017-141698,2017-04-21,Standard Class,AD000196,SH001249
CA-2015-142139,2015-09-05,Standard Class,AD000196,SH001250
CA-2014-150329,2014-10-14,Standard Class,AD000196,SH001251
CA-2015-120782,2015-05-01,First Class,AD000196,SH001252
CA-2017-152275,2017-10-08,Standard Class,AD000197,SH001253
CA-2016-100153,2016-12-17,Standard Class,AD000197,SH001254
CA-2017-164049,2017-11-06,Standard Class,AD000197,SH001255
CA-2016-103037,2016-07-29,Standard Class,AD000197,SH001256
CA-2015-109575,2015-09-23,Standard Class,AD000197,SH001257
CA-2014-102673,2014-11-05,Standard Class,AD000197,SH001258
CA-2017-147403,2017-09-13,First Class,AD000197,SH001259
CA-2015-132633,2015-02-05,Second Class,AD000197,SH001260
CA-2017-166898,2017-09-13,Second Class,AD000197,SH001261
US-2016-123750,2016-04-21,Standard Class,AD000198,SH001262
US-2017-110576,2017-12-02,Standard Class,AD000198,SH001263
US-2015-150161,2015-07-29,Standard Class,AD000198,SH001264
US-2016-168620,2016-12-28,Second Class,AD000198,SH001265
CA-2017-100748,2017-05-20,Standard Class,AD000198,SH001266
CA-2014-141299,2014-06-07,Second Class,AD000198,SH001267
CA-2017-157672,2017-10-07,First Class,AD000198,SH001268
US-2016-155971,2016-06-12,Standard Class,AD000198,SH001269
US-2014-150574,2014-12-25,Standard Class,AD000200,SH001270
US-2016-108455,2016-12-08,Standard Class,AD000200,SH001271
CA-2017-128755,2017-05-08,Standard Class,AD000200,SH001272
CA-2017-163209,2017-05-07,Standard Class,AD000200,SH001273
CA-2016-147375,2016-06-14,Second Class,AD000201,SH001274
CA-2015-164539,2015-11-22,Standard Class,AD000201,SH001275
CA-2017-143665,2017-05-01,Standard Class,AD000201,SH001276
CA-2017-142867,2017-03-21,Standard Class,AD000201,SH001277
CA-2015-121783,2015-11-14,Standard Class,AD000201,SH001278
CA-2016-147683,2016-11-17,Standard Class,AD000201,SH001279
US-2015-156797,2015-08-15,Standard Class,AD000201,SH001280
CA-2017-118346,2017-07-24,First Class,AD000201,SH001281
CA-2016-151148,2016-09-13,Same Day,AD000201,SH001282
CA-2017-130043,2017-09-19,Standard Class,AD000202,SH001283
CA-2016-124506,2016-11-17,Standard Class,AD000202,SH001284
CA-2016-155166,2017-01-02,Standard Class,AD000202,SH001285
CA-2017-102379,2017-12-06,Standard Class,AD000202,SH001286
CA-2017-158561,2017-11-16,Second Class,AD000202,SH001287
CA-2016-169838,2016-11-29,Standard Class,AD000202,SH001288
US-2017-118941,2017-08-12,Same Day,AD000202,SH001289
CA-2015-107083,2015-11-27,Standard Class,AD000202,SH001290
CA-2015-115168,2015-06-09,Standard Class,AD000202,SH001291
CA-2017-154214,2017-03-25,Second Class,AD000205,SH001292
CA-2016-156300,2017-01-02,Standard Class,AD000205,SH001293
US-2014-165589,2014-02-18,Same Day,AD000205,SH001294
CA-2016-127236,2016-04-02,Standard Class,AD000205,SH001295
US-2014-139640,2014-11-11,Second Class,AD000205,SH001296
CA-2016-166674,2016-04-03,Second Class,AD000206,SH001297
CA-2017-169810,2017-07-31,Standard Class,AD000206,SH001298
CA-2017-162572,2017-09-27,Second Class,AD000206,SH001299
CA-2016-156573,2016-06-02,Standard Class,AD000206,SH001300
CA-2016-109953,2016-07-18,Standard Class,AD000206,SH001301
CA-2017-140151,2017-03-25,First Class,AD000206,SH001302
CA-2017-147277,2017-10-24,Standard Class,AD000207,SH001303
CA-2017-134978,2017-11-15,Second Class,AD000207,SH001304
US-2016-137547,2016-03-12,Standard Class,AD000207,SH001305
CA-2015-104493,2015-10-08,Standard Class,AD000207,SH001306
CA-2016-128223,2016-06-14,Same Day,AD000207,SH001307
CA-2014-100090,2014-07-12,Standard Class,AD000207,SH001308
CA-2015-128125,2015-04-05,Standard Class,AD000207,SH001309
CA-2014-129938,2014-12-17,Second Class,AD000207,SH001310
CA-2017-107797,2017-05-11,Second Class,AD000207,SH001311
US-2014-110674,2014-02-18,Standard Class,AD000209,SH001312
CA-2016-126158,2016-07-31,Standard Class,AD000209,SH001313
US-2014-157385,2014-11-25,First Class,AD000209,SH001314
CA-2015-123568,2015-11-14,Standard Class,AD000209,SH001315
CA-2017-152961,2017-01-19,Standard Class,AD000209,SH001316
CA-2014-116904,2014-09-28,Standard Class,AD000209,SH001317
CA-2014-117016,2014-03-09,Standard Class,AD000209,SH001318
CA-2014-152268,2014-09-07,Standard Class,AD000209,SH001319
CA-2016-130638,2016-05-19,Second Class,AD000209,SH001320
CA-2016-109869,2016-04-29,Standard Class,AD000212,SH001321
CA-2014-140403,2014-10-10,Same Day,AD000212,SH001322
CA-2015-140557,2015-09-11,Standard Class,AD000212,SH001323
CA-2016-121377,2016-06-02,Standard Class,AD000212,SH001324
US-2016-109260,2016-10-01,Standard Class,AD000212,SH001325
CA-2016-155446,2016-12-23,Standard Class,AD000212,SH001326
US-2017-139577,2017-10-06,Standard Class,AD000212,SH001327
US-2015-101399,2015-01-24,Standard Class,AD000213,SH001328
US-2016-134908,2016-06-09,Standard Class,AD000213,SH001329
CA-2014-130274,2014-05-05,First Class,AD000213,SH001330
US-2014-166310,2014-09-23,First Class,AD000213,SH001331
CA-2016-124016,2016-09-26,Second Class,AD000213,SH001332
CA-2015-154144,2015-12-24,Standard Class,AD000216,SH001333
CA-2014-124429,2014-05-27,Same Day,AD000216,SH001334
CA-2014-159478,2014-10-06,Standard Class,AD000216,SH001335
CA-2015-138954,2015-11-17,First Class,AD000216,SH001336
CA-2016-108959,2016-03-14,Second Class,AD000216,SH001337
CA-2017-103520,2017-09-25,First Class,AD000216,SH001338
CA-2014-124702,2014-11-25,Standard Class,AD000216,SH001339
CA-2014-144666,2014-11-11,Second Class,AD000217,SH001340
CA-2015-145401,2015-02-04,Standard Class,AD000217,SH001341
CA-2017-145310,2017-12-24,Second Class,AD000217,SH001342
CA-2017-117324,2017-12-13,Standard Class,AD000217,SH001343
CA-2016-113117,2016-08-22,Standard Class,AD000217,SH001344
CA-2014-130918,2014-08-24,Second Class,AD000217,SH001345
CA-2016-117604,2016-09-09,Standard Class,AD000217,SH001346
CA-2016-152632,2016-11-02,Standard Class,AD000219,SH001347
CA-2017-132934,2017-06-26,Standard Class,AD000219,SH001348
CA-2015-112116,2015-03-18,Second Class,AD000219,SH001349
CA-2015-163762,2015-12-01,Standard Class,AD000219,SH001350
CA-2016-133795,2016-12-24,Standard Class,AD000219,SH001351
US-2016-132577,2016-11-27,Standard Class,AD000219,SH001352
CA-2016-100790,2016-07-02,Standard Class,AD000220,SH001353
CA-2017-167899,2017-05-26,Standard Class,AD000220,SH001354
CA-2014-132801,2014-10-12,Standard Class,AD000220,SH001355
CA-2014-151001,2014-04-07,First Class,AD000220,SH001356
CA-2014-104829,2014-11-21,Second Class,AD000220,SH001357
CA-2015-120446,2015-11-18,First Class,AD000220,SH001358
CA-2014-134677,2014-10-10,Standard Class,AD000221,SH001359
CA-2017-138163,2017-11-20,First Class,AD000221,SH001360
CA-2016-129196,2016-11-07,Standard Class,AD000221,SH001361
CA-2016-109365,2016-11-08,Standard Class,AD000221,SH001362
US-2017-136679,2017-11-18,Standard Class,AD000221,SH001363
US-2017-115595,2017-10-11,First Class,AD000221,SH001364
CA-2015-155586,2015-12-16,Second Class,AD000221,SH001365
CA-2014-167927,2014-01-26,Standard Class,AD000221,SH001366
CA-2017-118577,2017-10-11,Standard Class,AD000221,SH001367
CA-2016-163174,2016-08-30,Standard Class,AD000221,SH001368
CA-2014-114335,2014-10-03,Standard Class,AD000221,SH001369
CA-2014-127691,2014-07-27,Standard Class,AD000222,SH001370
CA-2016-155670,2016-08-17,Second Class,AD000222,SH001371
CA-2017-133620,2017-11-18,Standard Class,AD000222,SH001372
CA-2017-149720,2017-06-07,Second Class,AD000222,SH001373
CA-2017-140963,2017-06-13,First Class,AD000223,SH001374
US-2014-112914,2014-09-30,Standard Class,AD000223,SH001375
CA-2015-156608,2015-10-29,Standard Class,AD000223,SH001376
CA-2016-128671,2016-08-16,Standard Class,AD000223,SH001377
CA-2014-154627,2014-10-31,First Class,AD000224,SH001378
CA-2015-115938,2015-06-30,Standard Class,AD000224,SH001379
CA-2017-122154,2017-04-11,First Class,AD000224,SH001380
CA-2016-167507,2016-12-28,Standard Class,AD000224,SH001381
CA-2017-127264,2017-04-05,First Class,AD000224,SH001382
CA-2017-124436,2017-03-22,Second Class,AD000224,SH001383
US-2017-147998,2017-05-24,Standard Class,AD000224,SH001384
CA-2014-133354,2014-02-24,First Class,AD000224,SH001385
CA-2015-122266,2015-04-30,Standard Class,AD000224,SH001386
CA-2017-160661,2017-11-01,Standard Class,AD000224,SH001387
CA-2014-133753,2014-06-13,Second Class,AD000225,SH001388
CA-2015-119214,2015-01-27,Standard Class,AD000225,SH001389
CA-2016-119018,2016-11-08,Standard Class,AD000225,SH001390
CA-2015-156153,2015-06-02,Second Class,AD000225,SH001391
CA-2017-152436,2017-12-10,Second Class,AD000225,SH001392
CA-2017-161655,2017-05-18,Second Class,AD000225,SH001393
CA-2014-113362,2014-09-19,Standard Class,AD000226,SH001394
CA-2017-123246,2017-10-19,Second Class,AD000226,SH001395
CA-2014-131800,2015-01-04,Standard Class,AD000226,SH001396
CA-2016-169166,2016-05-14,Standard Class,AD000227,SH001397
CA-2016-116540,2016-09-02,Same Day,AD000227,SH001398
CA-2016-136287,2016-06-17,Standard Class,AD000227,SH001399
CA-2014-150490,2014-08-11,Standard Class,AD000227,SH001400
CA-2015-120551,2015-04-20,Standard Class,AD000227,SH001401
CA-2016-166275,2016-10-24,Same Day,AD000227,SH001402
US-2016-120929,2016-03-21,Second Class,AD000228,SH001403
CA-2015-155600,2015-12-07,Second Class,AD000228,SH001404
CA-2015-162607,2015-05-18,Standard Class,AD000228,SH001405
CA-2015-153752,2015-12-11,Second Class,AD000228,SH001406
CA-2016-152940,2016-11-13,First Class,AD000228,SH001407
CA-2017-150266,2017-11-30,Standard Class,AD000228,SH001408
CA-2017-148411,2017-09-26,First Class,AD000228,SH001409
CA-2015-134782,2015-12-31,Standard Class,AD000229,SH001410
CA-2017-149181,2017-05-12,Standard Class,AD000229,SH001411
CA-2017-109757,2017-09-09,Second Class,AD000229,SH001412
CA-2016-162383,2016-09-11,Standard Class,AD000229,SH001413
CA-2017-132290,2017-03-14,Standard Class,AD000229,SH001414
CA-2014-114251,2014-11-10,Standard Class,AD000229,SH001415
CA-2014-143371,2015-01-03,Standard Class,AD000229,SH001416
US-2016-105578,2016-06-04,Standard Class,AD000231,SH001417
CA-2017-132234,2017-10-18,First Class,AD000231,SH001418
CA-2015-139290,2015-10-30,Standard Class,AD000231,SH001419
CA-2017-163902,2017-03-08,Standard Class,AD000231,SH001420
CA-2017-138618,2017-12-08,Standard Class,AD000231,SH001421
US-2017-101721,2017-07-27,Standard Class,AD000231,SH001422
US-2017-128118,2017-12-01,Standard Class,AD000231,SH001423
CA-2015-145352,2015-03-22,Standard Class,AD000233,SH001424
CA-2015-128027,2015-09-17,Second Class,AD000233,SH001425
CA-2017-119746,2017-11-27,Standard Class,AD000233,SH001426
CA-2017-111738,2017-01-07,Standard Class,AD000233,SH001427
CA-2017-135307,2017-11-27,First Class,AD000234,SH001428
CA-2015-165414,2015-12-24,First Class,AD000234,SH001429
CA-2014-124730,2014-11-26,Same Day,AD000234,SH001430
US-2014-109456,2014-10-17,Same Day,AD000234,SH001431
CA-2016-152765,2016-06-18,First Class,AD000234,SH001432
CA-2016-136994,2016-06-02,Standard Class,AD000234,SH001433
CA-2017-163405,2017-12-25,Standard Class,AD000236,SH001434
CA-2014-118339,2014-03-24,Standard Class,AD000236,SH001435
CA-2016-169943,2016-05-24,Standard Class,AD000236,SH001436
CA-2017-131625,2017-09-05,Second Class,AD000236,SH001437
CA-2014-103940,2014-09-21,Standard Class,AD000236,SH001438
CA-2015-157812,2015-03-26,Standard Class,AD000238,SH001439
CA-2016-149370,2016-09-19,Standard Class,AD000238,SH001440
CA-2017-165841,2017-12-28,Standard Class,AD000238,SH001441
US-2016-162677,2016-03-27,First Class,AD000238,SH001442
US-2016-134761,2016-11-30,Same Day,AD000238,SH001443
CA-2017-109960,2017-12-11,Second Class,AD000238,SH001444
CA-2016-108567,2016-05-24,Standard Class,AD000238,SH001445
CA-2017-152709,2017-10-12,Standard Class,AD000238,SH001446
CA-2016-122448,2016-06-14,Standard Class,AD000238,SH001447
