CustomerID,Country,City,State,PostalCode,Region,AddressID
SC-20770,United States,Dallas,Texas,75081,Central,AD000858
GG-14650,United States,Chicago,Illinois,60623,Central,AD000859
MY-18295,United States,Baltimore,Maryland,21215,East,AD000860
DP-13000,United States,Los Angeles,California,90004,West,AD000861
BD-11770,United States,New York City,New York,10011,East,AD000862
CB-12535,United States,Franklin,Massachusetts,2038,East,AD000863
JE-15610,United States,Milwaukee,Wisconsin,53209,Central,AD000864
RP-19855,United States,Kenosha,Wisconsin,53142,Central,AD000865
RA-19915,United States,New York City,New York,10011,East,AD000866
RP-19390,United States,Madison,Wisconsin,53711,Central,AD000867
TB-21175,United States,Houston,Texas,77041,Central,AD000868
BE-11455,United States,Olathe,Kansas,66062,Central,AD000869
MR-17545,United States,New York City,New York,10024,East,AD000870
RM-19375,United States,San Jose,California,95123,West,AD000871
JF-15565,United States,Dallas,Texas,75081,Central,AD000872
AS-10135,United States,Auburn,Washington,98002,West,AD000873
JA-15970,United States,Philadelphia,Pennsylvania,19134,East,AD000874
GK-14620,United States,Los Angeles,California,90049,West,AD000875
PB-19210,United States,Tulsa,Oklahoma,74133,Central,AD000876
HK-14890,United States,Chicago,Illinois,60610,Central,AD000877
FO-14305,United States,Harrisonburg,Virginia,22801,South,AD000878
BT-11680,United States,Newark,Ohio,43055,East,AD000879
SP-20620,United States,Los Angeles,California,90045,West,AD000880
LL-16840,United States,Seattle,Washington,98105,West,AD000881
MC-17575,United States,Los Angeles,California,90036,West,AD000882
JL-15235,United States,Chicago,Illinois,60623,Central,AD000883
EA-14035,United States,Chicago,Illinois,60623,Central,AD000884
SA-20830,United States,Redmond,Oregon,97756,West,AD000885
CH-12070,United States,Raleigh,North Carolina,27604,South,AD000886
ND-18460,United States,Macon,Georgia,31204,South,AD000887
BS-11755,United States,Cleveland,Ohio,44105,East,AD000888
SL-20155,United States,Muskogee,Oklahoma,74403,Central,AD000889
GB-14530,United States,Monroe,North Carolina,28110,South,AD000890
AS-10045,United States,Austin,Texas,78745,Central,AD000891
RM-19375,United States,Meriden,Connecticut,6450,East,AD000892
NH-18610,United States,Roswell,Georgia,30076,South,AD000893
BF-10975,United States,Charlotte,North Carolina,28205,South,AD000894
KH-16330,United States,Bowling Green,Kentucky,42104,South,AD000895
FA-14230,United States,San Antonio,Texas,78207,Central,AD000896
GW-14605,United States,Seattle,Washington,98115,West,AD000897
DA-13450,United States,Washington,District of Columbia,20016,East,AD000898
FH-14275,United States,Los Angeles,California,90004,West,AD000899
RK-19300,United States,South Bend,Indiana,46614,Central,AD000900
FM-14215,United States,Los Angeles,California,90032,West,AD000901
AC-10420,United States,Houston,Texas,77041,Central,AD000902
JB-15400,United States,Bristol,Connecticut,6010,East,AD000903
GM-14440,United States,New York City,New York,10009,East,AD000904
RF-19840,United States,San Antonio,Texas,78207,Central,AD000905
NC-18625,United States,Aurora,Colorado,80013,West,AD000906
NG-18355,United States,Newark,Ohio,43055,East,AD000907
AH-10075,United States,Henderson,Nevada,89015,West,AD000908
CH-12070,United States,Philadelphia,Pennsylvania,19143,East,AD000909
CC-12145,United States,Seattle,Washington,98103,West,AD000910
ME-18010,United States,San Francisco,California,94122,West,AD000911
BP-11230,United States,Spokane,Washington,99207,West,AD000912
MP-17470,United States,Columbus,Ohio,43229,East,AD000913
CJ-12010,United States,Long Beach,New York,11561,East,AD000914
JC-15775,United States,San Antonio,Texas,78207,Central,AD000915
CK-12760,United States,Jacksonville,Florida,32216,South,AD000916
LF-17185,United States,New York City,New York,10011,East,AD000917
CC-12430,United States,Philadelphia,Pennsylvania,19143,East,AD000918
DL-12865,United States,Keller,Texas,76248,Central,AD000919
PG-18895,United States,San Francisco,California,94122,West,AD000920
EH-14005,United States,Hialeah,Florida,33012,South,AD000921
TB-21520,United States,Fairfield,Ohio,45014,East,AD000922
DK-13225,United States,Huntington Beach,California,92646,West,AD000923
JP-15520,United States,Port Orange,Florida,32127,South,AD000924
CD-11980,United States,Medford,Oregon,97504,West,AD000925
AS-10090,United States,Charlottesville,Virginia,22901,South,AD000926
JO-15280,United States,Missoula,Montana,59801,West,AD000927
AC-10450,United States,Minneapolis,Minnesota,55407,Central,AD000928
RA-19945,United States,Miami,Florida,33178,South,AD000929
Co-12640,United States,Florence,South Carolina,29501,South,AD000930
DW-13480,United States,Detroit,Michigan,48205,Central,AD000931
DK-12835,United States,Springfield,Oregon,97477,West,AD000932
MD-17860,United States,Indianapolis,Indiana,46203,Central,AD000933
RP-19855,United States,Apopka,Florida,32712,South,AD000934
RW-19540,United States,Los Angeles,California,90008,West,AD000935
DB-13660,United States,Oceanside,New York,11572,East,AD000936
SC-20770,United States,Los Angeles,California,90008,West,AD000937
FH-14275,United States,Houston,Texas,77041,Central,AD000938
EH-13990,United States,Roswell,Georgia,30076,South,AD000939
AS-10630,United States,Boynton Beach,Florida,33437,South,AD000940
HA-14905,United States,Franklin,Massachusetts,2038,East,AD000941
CH-12070,United States,Detroit,Michigan,48227,Central,AD000942
EH-13765,United States,Watertown,New York,13601,East,AD000943
MZ-17515,United States,Reading,Pennsylvania,19601,East,AD000944
SC-20230,United States,Arlington,Texas,76017,Central,AD000945
NP-18325,United States,San Diego,California,92024,West,AD000946
GM-14680,United States,Los Angeles,California,90045,West,AD000947
RH-19495,United States,Denver,Colorado,80219,West,AD000948
VM-21685,United States,Seattle,Washington,98105,West,AD000949
CC-12670,United States,Scottsdale,Arizona,85254,West,AD000950
SV-20365,United States,Lafayette,Louisiana,70506,South,AD000951
NP-18685,United States,San Francisco,California,94109,West,AD000952
JE-15715,United States,Broomfield,Colorado,80020,West,AD000953
CP-12085,United States,Quincy,Illinois,62301,Central,AD000954
EA-14035,United States,Carrollton,Texas,75007,Central,AD000955
AC-10615,United States,New York City,New York,10009,East,AD000956
RW-19690,United States,Springfield,Missouri,65807,Central,AD000957
DB-13210,United States,Paterson,New Jersey,7501,East,AD000958
BD-11320,United States,Tulsa,Oklahoma,74133,Central,AD000959
ML-17755,United States,Chicago,Illinois,60623,Central,AD000960
JD-16015,United States,Chicago,Illinois,60610,Central,AD000961
AS-10225,United States,Montgomery,Alabama,36116,South,AD000962
AA-10375,United States,Salem,Oregon,97301,West,AD000963
KT-16465,United States,Glendale,Arizona,85301,West,AD000964
MM-18280,United States,Columbus,Georgia,31907,South,AD000965
NG-18430,United States,Oklahoma City,Oklahoma,73120,Central,AD000966
LW-16825,United States,Brentwood,California,94513,West,AD000967
CB-12415,United States,Columbus,Ohio,43229,East,AD000968
AS-10090,United States,Springfield,Missouri,65807,Central,AD000969
CB-12415,United States,Philadelphia,Pennsylvania,19134,East,AD000970
ML-17755,United States,Springfield,Oregon,97477,West,AD000971
JS-16030,United States,Houston,Texas,77036,Central,AD000972
ND-18460,United States,Chesapeake,Virginia,23320,South,AD000973
LW-17215,United States,Pasadena,California,91104,West,AD000974
JW-15955,United States,Louisville,Kentucky,40214,South,AD000975
SC-20050,United States,Lubbock,Texas,79424,Central,AD000976
RW-19630,United States,Columbia,Missouri,65203,Central,AD000977
CM-12190,United States,Chicago,Illinois,60623,Central,AD000978
JF-15190,United States,Johnson City,Tennessee,37604,South,AD000979
SC-20800,United States,Houston,Texas,77041,Central,AD000980
AM-10705,United States,Auburn,Alabama,36830,South,AD000981
BK-11260,United States,San Bernardino,California,92404,West,AD000982
RH-19510,United States,Providence,Rhode Island,2908,East,AD000983
GM-14500,United States,Fresno,California,93727,West,AD000984
MC-17275,United States,Seattle,Washington,98103,West,AD000985
VM-21685,United States,Lancaster,California,93534,West,AD000986
GP-14740,United States,Leominster,Massachusetts,1453,East,AD000987
GB-14530,United States,Fort Worth,Texas,76106,Central,AD000988
CT-11995,United States,Rochester,Minnesota,55901,Central,AD000989
CW-11905,United States,Bozeman,Montana,59715,West,AD000990
SN-20560,United States,Peoria,Arizona,85345,West,AD000991
EB-13705,United States,San Diego,California,92105,West,AD000992
JW-15220,United States,Lakewood,Ohio,44107,East,AD000993
KB-16585,United States,Houston,Texas,77095,Central,AD000994
MC-17590,United States,Perth Amboy,New Jersey,8861,East,AD000995
CK-12595,United States,Philadelphia,Pennsylvania,19134,East,AD000996
RD-19480,United States,Richmond,Indiana,47374,Central,AD000997
TP-21130,United States,Detroit,Michigan,48227,Central,AD000998
GG-14650,United States,Los Angeles,California,90049,West,AD000999
ZC-21910,United States,Pomona,California,91767,West,AD001000
CC-12610,United States,Philadelphia,Pennsylvania,19134,East,AD001001
KA-16525,United States,Ontario,California,91761,West,AD001002
TC-20980,United States,Seattle,Washington,98105,West,AD001003
DB-13270,United States,Brentwood,California,94513,West,AD001004
TR-21325,United States,San Francisco,California,94122,West,AD001005
BF-11080,United States,Baltimore,Maryland,21215,East,AD001006
MS-17365,United States,Phoenix,Arizona,85023,West,AD001007
CK-12595,United States,Los Angeles,California,90008,West,AD001008
ED-13885,United States,Houston,Texas,77036,Central,AD001009
IM-15070,United States,New York City,New York,10009,East,AD001010
MY-17380,United States,Rancho Cucamonga,California,91730,West,AD001011
MM-17260,United States,Wilmington,Delaware,19805,East,AD001012
MP-17470,United States,Moorhead,Minnesota,56560,Central,AD001013
AW-10840,United States,Farmington,New Mexico,87401,West,AD001014
SF-20065,United States,Wilmington,North Carolina,28403,South,AD001015
SN-20710,United States,Jackson,Mississippi,39212,South,AD001016
RD-19900,United States,Portland,Oregon,97206,West,AD001017
KT-16480,United States,Denver,Colorado,80219,West,AD001018
AH-10120,United States,Tucson,Arizona,85705,West,AD001019
BM-11650,United States,New York City,New York,10009,East,AD001020
BW-11200,United States,Boynton Beach,Florida,33437,South,AD001021
HG-14965,United States,Mesquite,Texas,75150,Central,AD001022
SG-20080,United States,Redlands,California,92374,West,AD001023
RK-19300,United States,Rochester,New York,14609,East,AD001024
SW-20245,United States,Stockton,California,95207,West,AD001025
RW-19630,United States,Seattle,Washington,98105,West,AD001026
TS-21085,United States,Ormond Beach,Florida,32174,South,AD001027
JB-15400,United States,Sunnyvale,California,94086,West,AD001028
EH-14005,United States,Lansing,Michigan,48911,Central,AD001029
EH-14005,United States,Philadelphia,Pennsylvania,19143,East,AD001030
BS-11665,United States,Philadelphia,Pennsylvania,19143,East,AD001031
JK-16120,United States,Philadelphia,Pennsylvania,19134,East,AD001032
RF-19345,United States,Dover,New Hampshire,3820,East,AD001033
WB-21850,United States,Philadelphia,Pennsylvania,19134,East,AD001034
TB-21625,United States,Grand Prairie,Texas,75051,Central,AD001035
CB-12415,United States,New York City,New York,10009,East,AD001036
GT-14635,United States,Long Beach,New York,11561,East,AD001037
TS-21160,United States,York,Pennsylvania,17403,East,AD001038
WB-21850,United States,Concord,California,94521,West,AD001039
DO-13435,United States,New York City,New York,10035,East,AD001040
AF-10870,United States,College Station,Texas,77840,Central,AD001041
RB-19435,United States,Saint Louis,Missouri,63116,Central,AD001042
AR-10540,United States,Quincy,Massachusetts,2169,East,AD001043
DR-12880,United States,New York City,New York,10009,East,AD001044
BF-11170,United States,Dallas,Texas,75081,Central,AD001045
LB-16735,United States,Los Angeles,California,90032,West,AD001046
DV-13465,United States,Minneapolis,Minnesota,55407,Central,AD001047
NK-18490,United States,Deltona,Florida,32725,South,AD001048
LH-17155,United States,Cincinnati,Ohio,45231,East,AD001049
DW-13480,United States,Oakland,California,94601,West,AD001050
KF-16285,United States,Manteca,California,95336,West,AD001051
HA-14920,United States,Laredo,Texas,78041,Central,AD001052
JH-15820,United States,Kent,Ohio,44240,East,AD001053
LC-16930,United States,San Angelo,Texas,76903,Central,AD001054
IL-15100,United States,San Francisco,California,94122,West,AD001055
LS-16975,United States,Houston,Texas,77070,Central,AD001056
CC-12610,United States,Houston,Texas,77041,Central,AD001057
PB-18805,United States,Salt Lake City,Utah,84106,West,AD001058
CJ-12010,United States,New York City,New York,10009,East,AD001059
HK-14890,United States,Salinas,California,93905,West,AD001060
RH-19600,United States,Huntsville,Alabama,35810,South,AD001061
IL-15100,United States,Columbus,Indiana,47201,Central,AD001062
AS-10240,United States,Los Angeles,California,90049,West,AD001063
AP-10915,United States,Seattle,Washington,98105,West,AD001064
AG-10390,United States,Knoxville,Tennessee,37918,South,AD001065
BF-11080,United States,Montgomery,Alabama,36116,South,AD001066
LT-17110,United States,Little Rock,Arkansas,72209,South,AD001067
BT-11305,United States,Seattle,Washington,98103,West,AD001068
SC-20725,United States,Lancaster,Pennsylvania,17602,East,AD001069
CG-12040,United States,Bristol,Tennessee,37620,South,AD001070
AW-10930,United States,Aurora,Illinois,60505,Central,AD001071
RB-19705,United States,New York City,New York,10009,East,AD001072
ML-17410,United States,Fairfield,Connecticut,6824,East,AD001073
VB-21745,United States,Lincoln Park,Michigan,48146,Central,AD001074
SW-20275,United States,New York City,New York,10035,East,AD001075
NS-18505,United States,San Jose,California,95123,West,AD001076
DB-13555,United States,Jacksonville,Florida,32216,South,AD001077
MH-17620,United States,San Francisco,California,94110,West,AD001078
DK-13375,United States,Marion,Ohio,43302,East,AD001079
EA-14035,United States,Philadelphia,Pennsylvania,19134,East,AD001080
BT-11440,United States,Littleton,Colorado,80122,West,AD001081
LA-16780,United States,Austin,Texas,78745,Central,AD001082
GM-14680,United States,New York City,New York,10024,East,AD001083
AA-10315,United States,San Francisco,California,94122,West,AD001084
DB-13405,United States,La Porte,Indiana,46350,Central,AD001085
JH-15820,United States,Chicago,Illinois,60610,Central,AD001086
DJ-13630,United States,Portland,Oregon,97206,West,AD001087
QJ-19255,United States,Burlington,Vermont,5408,East,AD001088
CT-11995,United States,Indianapolis,Indiana,46203,Central,AD001089
RH-19510,United States,Provo,Utah,84604,West,AD001090
SJ-20125,United States,Chicago,Illinois,60610,Central,AD001091
TG-21310,United States,Los Angeles,California,90049,West,AD001092
CT-11995,United States,Philadelphia,Pennsylvania,19134,East,AD001093
BF-11005,United States,Pasadena,California,91104,West,AD001094
JM-16195,United States,Los Angeles,California,90004,West,AD001095
JK-16120,United States,San Diego,California,92105,West,AD001096
HG-14965,United States,San Francisco,California,94110,West,AD001097
LA-16780,United States,Bangor,Maine,4401,East,AD001098
TS-21610,United States,San Francisco,California,94122,West,AD001099
MZ-17335,United States,San Diego,California,92024,West,AD001100
MW-18220,United States,New York City,New York,10035,East,AD001101
MV-17485,United States,Arlington,Virginia,22204,South,AD001102
AA-10375,United States,Atlanta,Georgia,30318,South,AD001103
SM-20320,United States,Monroe,North Carolina,28110,South,AD001104
TP-21415,United States,Seattle,Washington,98115,West,AD001105
DK-13225,United States,Rochester,New York,14609,East,AD001106
MK-17905,United States,Miami,Florida,33180,South,AD001107
CS-12130,United States,Seattle,Washington,98105,West,AD001108
JL-15850,United States,San Francisco,California,94122,West,AD001109
AR-10405,United States,Los Angeles,California,90036,West,AD001110
LM-17065,United States,Southaven,Mississippi,38671,South,AD001111
JK-15625,United States,Seattle,Washington,98115,West,AD001112
FM-14215,United States,Middletown,Connecticut,6457,East,AD001113
SF-20200,United States,New Castle,Indiana,47362,Central,AD001114
PJ-18835,United States,Murfreesboro,Tennessee,37130,South,AD001115
CS-12355,United States,Salem,Virginia,24153,South,AD001116
BB-10990,United States,Toledo,Ohio,43615,East,AD001117
BW-11200,United States,Los Angeles,California,90032,West,AD001118
RS-19420,United States,Seattle,Washington,98115,West,AD001119
TS-21160,United States,Columbus,Georgia,31907,South,AD001120
QJ-19255,United States,New York City,New York,10009,East,AD001121
VD-21670,United States,New York City,New York,10011,East,AD001122
JL-15505,United States,Midland,Michigan,48640,Central,AD001123
DL-13495,United States,Columbus,Georgia,31907,South,AD001124
MO-17800,United States,Roswell,Georgia,30076,South,AD001125
BP-11185,United States,Chicago,Illinois,60623,Central,AD001126
MS-17980,United States,Houston,Texas,77041,Central,AD001127
SV-20935,United States,New York City,New York,10009,East,AD001128
BC-11125,United States,Peoria,Arizona,85345,West,AD001129
EM-13825,United States,Sioux Falls,South Dakota,57103,Central,AD001130
BD-11500,United States,Richmond,Virginia,23223,South,AD001131
HW-14935,United States,Seattle,Washington,98115,West,AD001132
KC-16255,United States,Henderson,Kentucky,42420,South,AD001133
BM-11575,United States,New York City,New York,10035,East,AD001134
KN-16705,United States,Fort Collins,Colorado,80525,West,AD001135
JD-16150,United States,Philadelphia,Pennsylvania,19140,East,AD001136
LA-16780,United States,Los Angeles,California,90004,West,AD001137
RW-19690,United States,Lafayette,Indiana,47905,Central,AD001138
KW-16570,United States,Clarksville,Tennessee,37042,South,AD001139
CC-12220,United States,Fairfield,Connecticut,6824,East,AD001140
RH-19495,United States,New York City,New York,10009,East,AD001141
JK-15625,United States,Columbus,Ohio,43229,East,AD001142
DC-13285,United States,Warner Robins,Georgia,31088,South,AD001143
GM-14455,United States,Franklin,Massachusetts,2038,East,AD001144
CL-11890,United States,Chicago,Illinois,60623,Central,AD001145
PV-18985,United States,Milwaukee,Wisconsin,53209,Central,AD001146
LT-17110,United States,San Antonio,Texas,78207,Central,AD001147
AM-10360,United States,Los Angeles,California,90032,West,AD001148
SC-20260,United States,San Francisco,California,94122,West,AD001149
CP-12340,United States,New York City,New York,10024,East,AD001150
RF-19840,United States,Columbus,Ohio,43229,East,AD001151
AB-10060,United States,Waynesboro,Virginia,22980,South,AD001152
EH-13990,United States,Sacramento,California,95823,West,AD001153
MN-17935,United States,Clinton,Maryland,20735,East,AD001154
KL-16555,United States,Fairfield,Ohio,45014,East,AD001155
MP-17965,United States,Warwick,Rhode Island,2886,East,AD001156
BF-11020,United States,Aurora,Illinois,60505,Central,AD001157
TP-21130,United States,Smyrna,Georgia,30080,South,AD001158
MS-17770,United States,Columbus,Ohio,43229,East,AD001159
KM-16375,United States,Thousand Oaks,California,91360,West,AD001160
BE-11455,United States,Lorain,Ohio,44052,East,AD001161
CV-12295,United States,Fresno,California,93727,West,AD001162
DK-13375,United States,San Diego,California,92105,West,AD001163
SG-20605,United States,New York City,New York,10009,East,AD001164
CS-12355,United States,Malden,Massachusetts,2148,East,AD001165
PJ-18835,United States,New York City,New York,10035,East,AD001166
NP-18700,United States,San Francisco,California,94109,West,AD001167
SB-20290,United States,Florence,South Carolina,29501,South,AD001168
HM-14860,United States,Huntsville,Texas,77340,Central,AD001169
MG-18145,United States,Los Angeles,California,90045,West,AD001170
TM-21010,United States,San Francisco,California,94122,West,AD001171
BE-11335,United States,San Francisco,California,94122,West,AD001172
AS-10630,United States,Philadelphia,Pennsylvania,19120,East,AD001173
EM-13810,United States,Los Angeles,California,90036,West,AD001174
JA-15970,United States,Los Angeles,California,90045,West,AD001175
TB-21595,United States,Milwaukee,Wisconsin,53209,Central,AD001176
PP-18955,United States,Holyoke,Massachusetts,1040,East,AD001177
ML-18040,United States,Albuquerque,New Mexico,87105,West,AD001178
LC-16930,United States,Sparks,Nevada,89431,West,AD001179
MC-17590,United States,Coachella,California,92236,West,AD001180
CR-12580,United States,Elmhurst,Illinois,60126,Central,AD001181
SV-20935,United States,Fairfield,Ohio,45014,East,AD001182
MZ-17515,United States,Arlington,Texas,76017,Central,AD001183
RB-19795,United States,San Francisco,California,94110,West,AD001184
HM-14860,United States,Seattle,Washington,98103,West,AD001185
AZ-10750,United States,New York City,New York,10009,East,AD001186
JH-15910,United States,Houston,Texas,77070,Central,AD001187
PJ-18835,United States,Springfield,Virginia,22153,South,AD001188
CA-12265,United States,Farmington,New Mexico,87401,West,AD001189
PW-19240,United States,Louisville,Colorado,80027,West,AD001190
SW-20455,United States,Tampa,Florida,33614,South,AD001191
AF-10870,United States,Passaic,New Jersey,7055,East,AD001192
AM-10705,United States,Los Angeles,California,90004,West,AD001193
BD-11320,United States,Philadelphia,Pennsylvania,19143,East,AD001194
CM-12385,United States,North Charleston,South Carolina,29406,South,AD001195
CS-12400,United States,San Jose,California,95123,West,AD001196
DB-13405,United States,New York City,New York,10011,East,AD001197
JG-15160,United States,Plainfield,New Jersey,7060,East,AD001198
SC-20380,United States,Seattle,Washington,98115,West,AD001199
CS-12460,United States,New York City,New York,10009,East,AD001200
MK-18160,United States,Newport News,Virginia,23602,South,AD001201
CM-11935,United States,Fayetteville,North Carolina,28314,South,AD001202
PF-19225,United States,Los Angeles,California,90032,West,AD001203
GM-14695,United States,Los Angeles,California,90036,West,AD001204
DC-12850,United States,New York City,New York,10011,East,AD001205
FO-14305,United States,Dallas,Texas,75220,Central,AD001206
AH-10210,United States,Seattle,Washington,98105,West,AD001207
KN-16705,United States,Seattle,Washington,98105,West,AD001208
CB-12535,United States,Newark,Delaware,19711,East,AD001209
TB-21250,United States,New York City,New York,10024,East,AD001210
KD-16345,United States,Los Angeles,California,90049,West,AD001211
JM-15865,United States,Jamestown,New York,14701,East,AD001212
KT-16480,United States,Houston,Texas,77095,Central,AD001213
SC-20575,United States,Mishawaka,Indiana,46544,Central,AD001214
BS-11800,United States,San Diego,California,92037,West,AD001215
BT-11395,United States,San Francisco,California,94109,West,AD001216
DC-12850,United States,Miami,Florida,33178,South,AD001217
LS-17200,United States,Skokie,Illinois,60076,Central,AD001218
RR-19315,United States,San Francisco,California,94110,West,AD001219
KL-16645,United States,San Francisco,California,94122,West,AD001220
RB-19435,United States,Houston,Texas,77070,Central,AD001221
MY-17380,United States,Los Angeles,California,90045,West,AD001222
AW-10930,United States,Oklahoma City,Oklahoma,73120,Central,AD001223
KW-16570,United States,Monroe,Louisiana,71203,South,AD001224
DB-12910,United States,Tampa,Florida,33614,South,AD001225
BB-11545,United States,Chicago,Illinois,60623,Central,AD001226
NP-18700,United States,Bowling Green,Ohio,43402,East,AD001227
PB-19105,United States,Houston,Texas,77095,Central,AD001228
DW-13585,United States,Westfield,New Jersey,7090,East,AD001229
CD-12790,United States,Oklahoma City,Oklahoma,73120,Central,AD001230
TT-21220,United States,Houston,Texas,77041,Central,AD001231
DB-12910,United States,Fort Lauderdale,Florida,33311,South,AD001232
DJ-13510,United States,Little Rock,Arkansas,72209,South,AD001233
DL-13495,United States,Philadelphia,Pennsylvania,19120,East,AD001234
LO-17170,United States,La Quinta,California,92253,West,AD001235
SV-20365,United States,Cleveland,Ohio,44105,East,AD001236
EM-13810,United States,San Francisco,California,94122,West,AD001237
KD-16615,United States,Scottsdale,Arizona,85254,West,AD001238
NB-18580,United States,Philadelphia,Pennsylvania,19134,East,AD001239
AP-10720,United States,Malden,Massachusetts,2148,East,AD001240
JE-15745,United States,San Jose,California,95123,West,AD001241
JM-15865,United States,Phoenix,Arizona,85023,West,AD001242
AB-10105,United States,Henderson,Kentucky,42420,South,AD001243
PN-18775,United States,Columbia,South Carolina,29203,South,AD001244
JC-15775,United States,Tallahassee,Florida,32303,South,AD001245
PF-19165,United States,New York City,New York,10035,East,AD001246
BW-11110,United States,Houston,Texas,77070,Central,AD001247
BP-11185,United States,Coral Springs,Florida,33065,South,AD001248
TM-21010,United States,Orem,Utah,84057,West,AD001249
MB-17305,United States,Nashville,Tennessee,37211,South,AD001250
HR-14830,United States,New York City,New York,10009,East,AD001251
BD-11635,United States,Bowling Green,Kentucky,42104,South,AD001252
SF-20200,United States,Bellingham,Washington,98226,West,AD001253
SP-20620,United States,New York City,New York,10011,East,AD001254
DR-12880,United States,Newark,Ohio,43055,East,AD001255
VM-21685,United States,Woodstock,Illinois,60098,Central,AD001256
CM-12235,United States,Carrollton,Texas,75007,Central,AD001257
SM-20320,United States,Lafayette,Indiana,47905,Central,AD001258
RA-19885,United States,Columbus,Georgia,31907,South,AD001259
SD-20485,United States,Alexandria,Virginia,22304,South,AD001260
CS-12250,United States,Haltom City,Texas,76117,Central,AD001261
RA-19285,United States,New York City,New York,10024,East,AD001262
BF-11005,United States,Los Angeles,California,90004,West,AD001263
SE-20110,United States,Wheeling,Illinois,60090,Central,AD001264
RS-19765,United States,Summerville,South Carolina,29483,South,AD001265
BM-11650,United States,Columbus,Indiana,47201,Central,AD001266
SK-19990,United States,New York City,New York,10024,East,AD001267
EN-13780,United States,New York City,New York,10035,East,AD001268
KN-16450,United States,Jacksonville,Florida,32216,South,AD001269
MG-17890,United States,San Diego,California,92024,West,AD001270
MC-17590,United States,Arlington,Texas,76017,Central,AD001271
BO-11350,United States,Los Angeles,California,90045,West,AD001272
AG-10300,United States,Los Angeles,California,90049,West,AD001273
MS-17365,United States,San Francisco,California,94110,West,AD001274
JM-15655,United States,Carlsbad,New Mexico,88220,West,AD001275
MC-17635,United States,Saint Louis,Missouri,63116,Central,AD001276
TA-21385,United States,New York City,New York,10024,East,AD001277
SB-20290,United States,Springfield,Ohio,45503,East,AD001278
AB-10150,United States,Tulsa,Oklahoma,74133,Central,AD001279
JF-15295,United States,Seattle,Washington,98103,West,AD001280
BF-10975,United States,Fayetteville,North Carolina,28314,South,AD001281
TT-21265,United States,Los Angeles,California,90045,West,AD001282
SB-20170,United States,New York City,New York,10035,East,AD001283
LM-17065,United States,Hot Springs,Arkansas,71901,South,AD001284
KA-16525,United States,Aurora,Illinois,60505,Central,AD001285
BF-11170,United States,Raleigh,North Carolina,27604,South,AD001286
TB-21400,United States,Tulsa,Oklahoma,74133,Central,AD001287
SH-19975,United States,Hesperia,California,92345,West,AD001288
AS-10225,United States,Provo,Utah,84604,West,AD001289
PK-19075,United States,San Francisco,California,94110,West,AD001290
HR-14830,United States,Gilbert,Arizona,85234,West,AD001291
DG-13300,United States,New York City,New York,10035,East,AD001292
CL-12700,United States,Springfield,Missouri,65807,Central,AD001293
HF-14995,United States,Memphis,Tennessee,38109,South,AD001294
HG-15025,United States,Amarillo,Texas,79109,Central,AD001295
NL-18310,United States,Los Angeles,California,90045,West,AD001296
RR-19525,United States,Lowell,Massachusetts,1852,East,AD001297
TC-21295,United States,San Diego,California,92024,West,AD001298
DB-13615,United States,Asheville,North Carolina,28806,South,AD001299
SV-20785,United States,Pueblo,Colorado,81001,West,AD001300
MH-18115,United States,Jackson,Michigan,49201,Central,AD001301
CT-11995,United States,Los Angeles,California,90004,West,AD001302
KB-16315,United States,Thomasville,North Carolina,27360,South,AD001303
RA-19285,United States,Peoria,Illinois,61604,Central,AD001304
YC-21895,United States,Los Angeles,California,90032,West,AD001305
RA-19915,United States,Chicago,Illinois,60653,Central,AD001306
CM-12160,United States,Philadelphia,Pennsylvania,19134,East,AD001307
CS-12130,United States,Englewood,Colorado,80112,West,AD001308
AJ-10795,United States,Seattle,Washington,98115,West,AD001309
DL-12865,United States,Hialeah,Florida,33012,South,AD001310
BE-11410,United States,Lancaster,Ohio,43130,East,AD001311
SM-20320,United States,Jacksonville,Florida,32216,South,AD001312
RP-19390,United States,Baltimore,Maryland,21215,East,AD001313
JD-16015,United States,New York City,New York,10009,East,AD001314
AB-10255,United States,Carlsbad,New Mexico,88220,West,AD001315
CC-12145,United States,Los Angeles,California,90049,West,AD001316
GH-14425,United States,Jacksonville,Florida,32216,South,AD001317
CP-12085,United States,Lakewood,Ohio,44107,East,AD001318
GM-14440,United States,Troy,New York,12180,East,AD001319
LC-16885,United States,Wilmington,North Carolina,28403,South,AD001320
BT-11305,United States,Seattle,Washington,98105,West,AD001321
CP-12085,United States,New York City,New York,10024,East,AD001322
SC-20680,United States,Columbus,Georgia,31907,South,AD001323
DK-13375,United States,New York City,New York,10024,East,AD001324
SE-20110,United States,Costa Mesa,California,92627,West,AD001325
LF-17185,United States,Houston,Texas,77095,Central,AD001326
ON-18715,United States,Cary,North Carolina,27511,South,AD001327
TB-21400,United States,Alexandria,Virginia,22304,South,AD001328
DF-13135,United States,Vallejo,California,94591,West,AD001329
EP-13915,United States,Philadelphia,Pennsylvania,19120,East,AD001330
SK-19990,United States,Toledo,Ohio,43615,East,AD001331
FH-14350,United States,Seattle,Washington,98105,West,AD001332
EH-13945,United States,Plainfield,New Jersey,7060,East,AD001333
JE-15715,United States,Las Cruces,New Mexico,88001,West,AD001334
KL-16645,United States,Newark,Delaware,19711,East,AD001335
EB-13750,United States,Hoover,Alabama,35244,South,AD001336
