OrderID,Sales,Discount,Profit,BillingID
CA-2017-159884,1074,0.2,80,B001532
CA-2017-159884,837,0.2,272,B001533
CA-2016-139885,21288,0.0,0,B001534
CA-2017-124086,20398,0.15,1679,B001535
CA-2016-112389,4074,0.0,40,B001536
CA-2016-112389,1167,0.0,303,B001537
CA-2017-121888,3999,0.0,1159,B001538
CA-2017-121888,1628,0.0,651,B001539
CA-2017-121888,78294,0.0,20356,B001540
CA-2017-121888,24248,0.0,11639,B001541
CA-2014-166884,832,0.2,228,B001542
CA-2014-166884,1046,0.2,170,B001543
CA-2014-107181,8289,0.2,2901,B001544
CA-2014-107181,3424,0.0,1609,B001545
CA-2014-150245,157348,0.2,19668,B001546
CA-2015-111395,33552,0.2,11743,B001547
CA-2015-111395,2391,0.8,-4065,B001548
CA-2015-111395,2705,0.2,236,B001549
CA-2014-134278,55999,0.2,17499,B001550
US-2017-124926,932,0.8,-2470,B001551
CA-2016-159345,11196,0.0,5486,B001552
CA-2014-130274,2156,0.0,1034,B001553
CA-2017-158386,12475,0.0,5738,B001554
CA-2015-111507,528,0.0,153,B001555
CA-2017-120761,9196,0.0,3954,B001556
CA-2016-109176,934,0.2,350,B001557
CA-2016-109176,7936,0.2,992,B001558
CA-2015-112116,17196,0.0,4470,B001559
CA-2016-126809,3535,0.2,1281,B001560
CA-2014-105172,1889,0.0,907,B001561
CA-2017-107293,278,0.0,72,B001562
US-2017-102890,104463,0.4,-29597,B001563
CA-2015-158554,1135,0.2,411,B001564
CA-2014-116239,35490,0.0,1774,B001565
CA-2015-132101,45357,0.2,3968,B001566
CA-2015-129112,2148,0.2,-26,B001567
CA-2015-129112,878,0.8,-1361,B001568
US-2017-152002,12297,0.0,6025,B001569
CA-2017-165029,1284,0.0,372,B001570
US-2014-157385,60391,0.2,-6794,B001571
US-2014-157385,2184,0.0,1048,B001572
US-2014-157385,2999,0.0,629,B001573
US-2014-157385,38144,0.2,2384,B001574
CA-2014-101602,4068,0.2,-915,B001575
CA-2014-101602,76328,0.3,-2180,B001576
CA-2016-109057,2395,0.2,239,B001577
CA-2016-154403,498,0.0,244,B001578
CA-2016-102456,17088,0.0,4955,B001579
CA-2015-131338,30798,0.0,8931,B001580
CA-2015-131338,38280,0.4,-15312,B001581
CA-2015-131338,4196,0.0,293,B001582
CA-2015-131338,121756,0.2,45658,B001583
CA-2015-131338,4704,0.0,1834,B001584
CA-2015-131338,616,0.0,295,B001585
CA-2015-131338,97995,0.0,27438,B001586
CA-2015-131338,14369,0.0,6897,B001587
CA-2015-131338,1065,0.0,500,B001588
CA-2015-131338,24780,0.0,3469,B001589
CA-2016-109911,1096,0.0,295,B001590
US-2016-132423,3348,0.2,586,B001591
US-2016-132423,803,0.2,291,B001592
CA-2015-122826,20156,0.2,2267,B001593
CA-2014-117317,1344,0.0,658,B001594
CA-2015-118423,35905,0.3,-3590,B001595
CA-2017-149181,4799,0.3,-205,B001596
CA-2017-132234,54729,0.0,17513,B001597
CA-2017-158876,1689,0.2,528,B001598
CA-2017-158876,667,0.2,50,B001599
CA-2017-158876,9913,0.2,867,B001600
CA-2017-158876,1599,0.6,-1399,B001601
CA-2016-164672,21196,0.0,4239,B001602
US-2016-132857,667,0.2,166,B001603
CA-2017-116645,15594,0.0,4522,B001604
US-2016-115819,3996,0.2,1298,B001605
US-2016-115819,546,0.0,152,B001606
US-2016-115819,7320,0.0,2122,B001607
US-2016-115819,584,0.2,197,B001608
US-2016-115819,2272,0.0,1022,B001609
US-2016-115819,933,0.2,326,B001610
CA-2014-156349,29066,0.15,2735,B001611
CA-2014-156349,20158,0.2,2015,B001612
CA-2014-156349,8398,0.2,3149,B001613
CA-2017-138380,100002,0.0,29000,B001614
US-2016-113509,8397,0.2,-1364,B001615
CA-2015-130022,375,0.0,180,B001616
CA-2015-130022,4140,0.0,1987,B001617
CA-2015-130022,2979,0.0,1251,B001618
US-2016-118780,5948,0.0,892,B001619
US-2016-118780,669,0.0,307,B001620
CA-2017-108560,19846,0.0,9923,B001621
CA-2017-108560,78648,0.0,38537,B001622
CA-2017-108560,2316,0.2,781,B001623
CA-2017-108560,5000,0.0,1050,B001624
CA-2015-157084,67596,0.2,8449,B001625
CA-2015-157084,126584,0.0,55697,B001626
CA-2015-164539,52325,0.0,14127,B001627
CA-2015-143119,51750,0.0,15525,B001628
CA-2017-101049,1792,0.2,246,B001629
CA-2017-101049,4125,0.7,-3438,B001630
CA-2016-106530,100605,0.2,8802,B001631
CA-2016-106530,1068,0.2,374,B001632
CA-2016-106530,1036,0.2,362,B001633
CA-2016-106530,2512,0.2,157,B001634
CA-2016-106530,5811,0.2,726,B001635
CA-2014-168984,1555,0.2,544,B001636
CA-2014-168984,66908,0.2,-16727,B001637
CA-2014-168984,43833,0.2,-8766,B001638
CA-2016-157266,1944,0.0,933,B001639
CA-2016-157266,964,0.0,443,B001640
CA-2016-157266,1270,0.0,584,B001641
CA-2016-157266,4137,0.0,1737,B001642
US-2014-134712,1262,0.2,394,B001643
CA-2015-111829,124764,0.0,34933,B001644
CA-2015-111829,314993,0.0,148046,B001645
CA-2015-111829,20970,0.0,10065,B001646
CA-2015-105221,3536,0.2,-309,B001647
CA-2015-105221,316,0.2,-71,B001648
CA-2015-120341,12110,0.7,-10092,B001649
CA-2015-120341,4589,0.4,-917,B001650
CA-2014-135699,10992,0.0,5386,B001651
CA-2014-135699,1336,0.0,641,B001652
US-2017-132444,16968,0.0,4581,B001653
US-2017-132444,13252,0.0,5433,B001654
US-2017-132444,296,0.0,142,B001655
US-2017-132444,844,0.2,295,B001656
US-2017-132444,9594,0.0,959,B001657
CA-2014-127159,3479,0.0,1078,B001658
CA-2017-161809,16077,0.2,1004,B001659
CA-2017-127285,8875,0.2,2773,B001660
CA-2017-127285,1390,0.2,521,B001661
CA-2017-144526,67758,0.4,-15810,B001662
CA-2017-144526,1389,0.7,-926,B001663
CA-2016-128531,4192,0.2,366,B001664
CA-2016-128531,29757,0.2,-743,B001665
CA-2016-128531,434,0.2,86,B001666
CA-2016-128531,9499,0.2,-237,B001667
CA-2016-128531,7435,0.2,2323,B001668
CA-2016-128531,1404,0.2,157,B001669
US-2015-157154,101810,0.4,-37330,B001670
CA-2017-159457,1668,0.2,521,B001671
CA-2016-107615,5858,0.0,1933,B001672
CA-2017-111647,16796,0.2,6298,B001673
CA-2015-150560,19662,0.0,9634,B001674
CA-2015-143077,2193,0.6,-1041,B001675
CA-2015-143077,658,0.8,-1021,B001676
CA-2016-122728,10428,0.0,2607,B001677
CA-2016-122728,1794,0.0,879,B001678
CA-2014-122882,6478,0.2,-1457,B001679
CA-2014-122882,3238,0.4,431,B001680
CA-2014-122882,4236,0.2,847,B001681
CA-2014-122882,39954,0.7,-55935,B001682
US-2016-101497,1897,0.0,910,B001683
CA-2016-147585,1482,0.0,622,B001684
CA-2017-149489,9928,0.2,1241,B001685
CA-2017-149489,118,0.7,-99,B001686
CA-2017-149489,751,0.7,-576,B001687
CA-2017-143798,1036,0.2,362,B001688
CA-2017-143798,31088,0.2,2331,B001689
CA-2014-142839,85309,0.4,-22749,B001690
CA-2017-129833,3345,0.0,1538,B001691
CA-2017-129833,1040,0.0,509,B001692
US-2016-154361,2188,0.2,629,B001693
US-2016-158708,1361,0.2,357,B001694
CA-2015-156335,6396,0.0,1982,B001695
CA-2015-156335,1446,0.0,708,B001696
CA-2015-156335,10498,0.0,5249,B001697
CA-2015-148376,10696,0.0,3101,B001698
CA-2015-148376,2156,0.0,1034,B001699
CA-2014-135657,51588,0.0,11349,B001700
CA-2015-114069,1180,0.2,428,B001701
CA-2015-114069,193104,0.1,32183,B001702
CA-2015-114069,996,0.0,468,B001703
CA-2014-139857,1235,0.0,580,B001704
CA-2016-106306,970,0.7,-711,B001705
CA-2015-100545,1161,0.7,-928,B001706
CA-2017-123491,4386,0.0,2061,B001707
CA-2017-123491,14847,0.2,1670,B001708
CA-2017-123491,742,0.0,371,B001709
CA-2017-123491,7199,0.2,-89,B001710
CA-2017-123491,1989,0.0,656,B001711
CA-2017-123491,170212,0.0,51063,B001712
CA-2015-145401,1430,0.2,500,B001713
US-2017-124968,76562,0.5,-56656,B001714
CA-2017-104003,30766,0.15,-1447,B001715
CA-2016-154788,771,0.2,279,B001716
CA-2016-169943,24290,0.0,7044,B001717
CA-2016-169943,45490,0.0,0,B001718
CA-2016-169943,3592,0.0,1508,B001719
CA-2016-169943,3976,0.0,1232,B001720
CA-2016-169943,4774,0.2,1492,B001721
US-2015-123218,15998,0.2,1199,B001722
US-2015-123218,25596,0.2,5119,B001723
US-2015-123218,35905,0.3,-7181,B001724
CA-2015-127453,43435,0.2,4343,B001725
CA-2015-127453,355,0.2,44,B001726
CA-2015-127453,8883,0.2,777,B001727
US-2017-164056,104834,0.4,-6989,B001728
CA-2016-106894,10000,0.0,2100,B001729
CA-2016-106894,783,0.0,360,B001730
CA-2014-125136,9625,0.2,3128,B001731
CA-2014-125136,1068,0.2,374,B001732
US-2016-131149,33804,0.2,-3380,B001733
US-2016-131149,15424,0.2,1735,B001734
CA-2017-101483,3484,0.2,653,B001735
CA-2017-101483,2200,0.2,137,B001736
CA-2017-101483,436,0.2,38,B001737
CA-2015-130204,3144,0.0,848,B001738
CA-2015-130204,1789,0.0,340,B001739
CA-2015-130204,12944,0.0,4660,B001740
CA-2014-110527,2088,0.0,960,B001741
CA-2017-152807,2073,0.2,725,B001742
CA-2017-152807,716,0.2,98,B001743
CA-2017-152807,1116,0.2,-251,B001744
CA-2017-152807,44240,0.2,-5530,B001745
CA-2014-133270,1336,0.0,494,B001746
CA-2016-155670,1123,0.7,-823,B001747
CA-2016-155670,1027,0.2,321,B001748
US-2014-157406,1036,0.2,362,B001749
US-2014-157406,624,0.2,54,B001750
CA-2015-139094,20696,0.3,-3252,B001751
CA-2017-168837,946,0.0,368,B001752
CA-2017-116715,55962,0.0,15109,B001753
CA-2017-116715,10992,0.0,5386,B001754
CA-2017-116715,856,0.0,385,B001755
CA-2015-135622,36071,0.2,13075,B001756
CA-2015-135622,171840,0.2,15036,B001757
US-2015-107349,4156,0.8,-6650,B001758
CA-2014-139017,4686,0.2,761,B001759
CA-2014-141817,1953,0.2,488,B001760
CA-2015-130785,41133,0.15,-483,B001761
CA-2015-130785,2875,0.2,970,B001762
CA-2015-130785,29319,0.15,-2069,B001763
CA-2016-110254,3506,0.0,1051,B001764
CA-2016-110254,413,0.0,189,B001765
CA-2016-110254,10980,0.0,4611,B001766
CA-2016-110254,982,0.0,481,B001767
US-2014-158057,764,0.7,-586,B001768
US-2014-158057,5146,0.7,-3945,B001769
CA-2017-146024,697,0.2,-139,B001770
CA-2017-146024,1222,0.8,-2016,B001771
CA-2016-129686,9798,0.2,-2449,B001772
CA-2016-129686,6240,0.2,1950,B001773
CA-2014-118976,2086,0.0,938,B001774
CA-2014-118976,49761,0.0,12937,B001775
CA-2014-118976,534,0.0,149,B001776
CA-2014-118976,315,0.0,151,B001777
CA-2015-105347,36891,0.0,18076,B001778
CA-2015-105347,1470,0.0,661,B001779
CA-2016-124667,5997,0.0,1499,B001780
CA-2016-124667,8336,0.0,2084,B001781
CA-2015-111094,658,0.0,302,B001782
CA-2015-111094,12294,0.0,5901,B001783
CA-2017-166317,21984,0.0,10772,B001784
CA-2017-166317,9816,0.0,981,B001785
CA-2017-166317,3304,0.0,1552,B001786
CA-2017-166317,8697,0.0,2522,B001787
CA-2015-154326,13497,0.0,6478,B001788
CA-2015-154326,69998,0.0,19599,B001789
CA-2015-154326,13994,0.0,2659,B001790
CA-2014-102008,4894,0.0,2447,B001791
CA-2014-120474,280784,0.0,67388,B001792
CA-2014-120474,4664,0.0,1259,B001793
CA-2014-104773,6041,0.2,604,B001794
CA-2016-140774,10794,0.0,2698,B001795
US-2017-139465,6384,0.0,1659,B001796
US-2017-139465,34797,0.0,10091,B001797
US-2017-139465,3700,0.2,1156,B001798
CA-2016-100965,21565,0.0,7332,B001799
CA-2016-121034,1116,0.2,362,B001800
CA-2016-121034,5395,0.2,1753,B001801
CA-2016-149461,418,0.0,150,B001802
CA-2017-158379,560,0.7,-429,B001803
CA-2017-158379,466373,0.2,-104934,B001804
CA-2017-158379,7998,0.2,2299,B001805
US-2016-116729,257594,0.2,25759,B001806
US-2016-116729,4536,0.0,2177,B001807
US-2016-116729,25424,0.0,7627,B001808
CA-2016-164938,6993,0.0,69,B001809
CA-2016-165484,1615,0.6,-1211,B001810
CA-2016-165484,5481,0.2,1781,B001811
CA-2014-132612,144130,0.0,24502,B001812
US-2017-161193,7759,0.2,2813,B001813
US-2017-161193,465,0.2,157,B001814
CA-2015-131597,17013,0.2,-850,B001815
CA-2015-164833,738,0.0,346,B001816
CA-2015-164833,926,0.0,305,B001817
CA-2015-125423,996,0.0,458,B001818
US-2014-130379,7559,0.8,-16632,B001819
US-2014-130379,2932,0.6,-2418,B001820
CA-2016-168956,9206,0.8,-22555,B001821
CA-2016-168956,697,0.2,183,B001822
CA-2016-168956,6295,0.3,-269,B001823
CA-2016-168956,518,0.2,181,B001824
CA-2016-167507,3132,0.7,-2505,B001825
CA-2016-167507,1184,0.2,310,B001826
CA-2016-167507,2278,0.2,484,B001827
CA-2016-109344,112797,0.2,12689,B001828
US-2015-140851,3888,0.0,1866,B001829
CA-2014-103373,77979,0.4,-16895,B001830
CA-2017-145884,143992,0.0,37437,B001831
CA-2017-145884,26211,0.0,6290,B001832
CA-2015-131422,20700,0.2,2587,B001833
CA-2017-162691,143998,0.4,-26399,B001834
CA-2017-162691,3628,0.2,1270,B001835
CA-2014-141278,2140,0.0,620,B001836
CA-2017-122693,124585,0.0,36129,B001837
CA-2014-117345,1754,0.2,592,B001838
CA-2014-117345,4412,0.2,1213,B001839
CA-2014-117345,6292,0.2,1022,B001840
CA-2014-117345,7830,0.2,2936,B001841
CA-2016-157763,14081,0.0,3942,B001842
CA-2015-135391,4009,0.2,1353,B001843
CA-2015-135391,4078,0.6,-3058,B001844
US-2017-113852,9057,0.0,1177,B001845
US-2017-158512,4008,0.0,1923,B001846
US-2017-158512,3768,0.0,1582,B001847
CA-2017-128370,36235,0.2,2717,B001848
CA-2017-128370,718,0.2,224,B001849
CA-2015-160472,3476,0.0,973,B001850
CA-2015-160472,83120,0.0,12468,B001851
CA-2015-160472,2640,0.0,1188,B001852
CA-2015-160472,10675,0.0,4910,B001853
CA-2015-160472,9782,0.0,4597,B001854
CA-2015-160472,14140,0.0,3817,B001855
CA-2014-114643,1452,0.0,479,B001856
US-2017-158218,12792,0.2,-1599,B001857
US-2017-158218,3424,0.8,-5307,B001858
CA-2015-121608,13762,0.0,6055,B001859
CA-2015-121608,10049,0.0,2512,B001860
US-2017-121251,25756,0.2,-2897,B001861
US-2017-121251,11996,0.0,3358,B001862
CA-2014-151078,4963,0.2,496,B001863
US-2016-100839,72745,0.5,-46556,B001864
US-2016-100839,2496,0.2,436,B001865
US-2017-116659,37078,0.4,-9269,B001866
CA-2017-118857,19645,0.0,7072,B001867
CA-2015-127110,3110,0.2,1088,B001868
CA-2015-127110,7825,0.2,-1760,B001869
CA-2016-148201,648,0.0,311,B001870
CA-2014-116932,9920,0.0,2579,B001871
CA-2014-116932,80156,0.2,5009,B001872
CA-2014-116932,27284,0.2,2728,B001873
CA-2017-142888,7098,0.0,2058,B001874
CA-2014-147914,1622,0.2,588,B001875
US-2016-112977,17678,0.2,-2209,B001876
CA-2017-112039,47037,0.2,4703,B001877
CA-2017-118885,39356,0.2,-4427,B001878
CA-2017-118885,30237,0.2,2267,B001879
US-2017-166611,6874,0.7,-4811,B001880
CA-2015-109512,2934,0.0,1467,B001881
CA-2015-109512,38360,0.1,6393,B001882
CA-2015-109512,56340,0.0,6760,B001883
CA-2016-118570,21705,0.2,7868,B001884
CA-2017-154718,600,0.2,210,B001885
CA-2016-147578,3156,0.0,1041,B001886
CA-2014-140165,710,0.2,239,B001887
CA-2014-140165,39835,0.7,-33196,B001888
CA-2014-142587,12179,0.2,1370,B001889
CA-2014-142587,40959,0.4,-12287,B001890
CA-2014-157623,1056,0.0,475,B001891
CA-2014-157623,338,0.0,125,B001892
CA-2017-145310,782,0.2,293,B001893
CA-2016-100083,2478,0.2,774,B001894
US-2017-108063,3465,0.0,1039,B001895
CA-2015-109197,48798,0.2,15249,B001896
CA-2017-141789,179398,0.0,84317,B001897
CA-2014-169775,2980,0.2,1080,B001898
CA-2014-169775,50517,0.7,-33678,B001899
CA-2014-169775,17405,0.45,-11076,B001900
CA-2016-140543,19188,0.0,1918,B001901
CA-2016-151141,1478,0.0,399,B001902
CA-2017-167094,518,0.2,181,B001903
CA-2017-167094,47848,0.2,4784,B001904
CA-2017-167094,2840,0.2,674,B001905
CA-2017-154410,90912,0.0,909,B001906
US-2016-150567,295,0.7,-216,B001907
US-2016-150567,2701,0.7,-2161,B001908
CA-2015-157959,13691,0.0,4107,B001909
CA-2017-105886,1896,0.0,853,B001910
CA-2016-105963,9939,0.0,4074,B001911
CA-2017-121503,27389,0.2,9243,B001912
CA-2017-121503,59713,0.4,4976,B001913
CA-2014-103366,14994,0.0,6597,B001914
CA-2017-124597,460,0.2,167,B001915
CA-2017-124597,1552,0.2,485,B001916
CA-2017-124597,1195,0.2,388,B001917
CA-2015-105634,1165,0.0,337,B001918
CA-2015-123673,29989,0.0,7497,B001919
US-2017-111423,89592,0.2,30237,B001920
US-2017-111423,46256,0.1,9765,B001921
CA-2015-125178,1500,0.2,150,B001922
CA-2016-156685,86364,0.2,10795,B001923
CA-2016-156685,4761,0.2,357,B001924
CA-2017-126865,9294,0.0,4182,B001925
CA-2017-102834,19998,0.0,6999,B001926
US-2016-139710,17748,0.2,1996,B001927
CA-2017-121538,8876,0.2,3106,B001928
US-2017-101539,648,0.0,311,B001929
US-2017-101539,4651,0.0,186,B001930
US-2017-101539,65997,0.2,4949,B001931
CA-2016-152121,27199,0.2,2379,B001932
CA-2017-161200,14574,0.0,2331,B001933
CA-2017-161200,1540,0.0,739,B001934
CA-2017-101245,24455,0.0,11493,B001935
CA-2017-101245,16616,0.0,5981,B001936
CA-2015-141768,1473,0.0,486,B001937
CA-2016-112109,1996,0.7,-1331,B001938
CA-2016-112109,3348,0.2,-125,B001939
CA-2016-112109,873,0.7,-611,B001940
CA-2016-112109,66288,0.2,7457,B001941
CA-2017-144064,4736,0.2,1776,B001942
CA-2017-144064,2744,0.2,240,B001943
CA-2017-144064,324,0.8,-518,B001944
CA-2016-108581,9596,0.2,2639,B001945
CA-2016-108581,1036,0.2,362,B001946
CA-2017-157987,2310,0.0,646,B001947
CA-2017-157987,1154,0.0,346,B001948
CA-2017-157987,25452,0.4,-9332,B001949
CA-2017-157987,1298,0.0,376,B001950
CA-2017-157987,2643,0.2,892,B001951
CA-2017-157987,19797,0.0,5741,B001952
CA-2017-157987,1889,0.0,907,B001953
CA-2017-157987,128241,0.1,21373,B001954
CA-2017-157987,492,0.0,221,B001955
CA-2017-157987,23800,0.0,3808,B001956
CA-2017-157987,16797,0.0,4031,B001957
CA-2017-157987,1712,0.0,770,B001958
CA-2017-110905,1620,0.0,777,B001959
CA-2017-110905,3399,0.0,1461,B001960
CA-2017-110905,29685,0.0,5343,B001961
CA-2017-110905,11280,0.0,676,B001962
CA-2017-110905,1371,0.0,658,B001963
CA-2017-110905,2490,0.0,1170,B001964
CA-2017-110905,28629,0.0,1717,B001965
CA-2017-110905,2418,0.0,725,B001966
CA-2017-165841,28197,0.0,7895,B001967
CA-2017-165841,6950,0.0,2015,B001968
CA-2017-165841,16644,0.0,7989,B001969
CA-2017-117485,29195,0.0,10218,B001970
CA-2017-140242,640,0.2,64,B001971
CA-2017-140242,40874,0.2,7663,B001972
CA-2014-148950,510,0.8,-867,B001973
CA-2014-148950,289,0.2,47,B001974
CA-2014-148950,3501,0.2,-218,B001975
CA-2014-110408,27597,0.0,1103,B001976
CA-2014-110408,139495,0.0,36268,B001977
CA-2014-110408,54588,0.0,7096,B001978
CA-2015-109939,524,0.2,59,B001979
CA-2016-112669,93353,0.2,10502,B001980
CA-2016-112669,4297,0.2,429,B001981
CA-2015-119592,376,0.0,180,B001982
CA-2014-122749,47996,0.0,13438,B001983
CA-2014-164721,32088,0.0,9305,B001984
CA-2014-164721,2388,0.0,1050,B001985
CA-2014-164721,2676,0.0,1230,B001986
CA-2016-147417,143997,0.4,19199,B001987
CA-2015-127509,1722,0.0,792,B001988
CA-2015-127509,102438,0.0,21511,B001989
CA-2015-127509,2622,0.0,1232,B001990
CA-2015-127509,1734,0.0,849,B001991
CA-2017-111374,495,0.7,-379,B001992
CA-2017-133648,7104,0.2,2664,B001993
CA-2017-133648,534,0.2,73,B001994
CA-2017-133648,1130,0.2,-211,B001995
US-2017-147221,29462,0.8,-76601,B001996
US-2017-147221,875,0.6,-371,B001997
CA-2014-131905,1500,0.0,720,B001998
CA-2014-131905,16161,0.0,4201,B001999
CA-2014-131905,14494,0.0,4203,B002000
CA-2017-166128,19995,0.0,2199,B002001
CA-2017-166128,4186,0.0,1423,B002002
CA-2017-163510,9594,0.0,959,B002003
CA-2017-163510,30445,0.0,7611,B002004
US-2017-143028,1136,0.8,-1704,B002005
CA-2014-111150,2968,0.0,1157,B002006
CA-2014-111150,4753,0.0,1616,B002007
CA-2017-165386,18337,0.3,-3667,B002008
CA-2014-116407,422,0.2,47,B002009
CA-2014-116407,33305,0.2,2914,B002010
CA-2014-116407,2489,0.2,778,B002011
CA-2015-155761,15998,0.2,3599,B002012
CA-2015-155761,4634,0.2,463,B002013
CA-2016-145905,35098,0.0,8423,B002014
CA-2016-145905,1308,0.0,601,B002015
CA-2016-145905,90008,0.0,11701,B002016
CA-2015-113110,1756,0.2,636,B002017
CA-2015-113110,1462,0.0,687,B002018
CA-2015-113110,3336,0.0,867,B002019
CA-2015-113110,4014,0.0,1966,B002020
CA-2016-168354,160623,0.0,48186,B002021
CA-2016-168354,1704,0.0,766,B002022
CA-2016-168354,4953,0.0,2377,B002023
CA-2016-168354,87232,0.0,24424,B002024
US-2017-111241,23912,0.2,7771,B002025
CA-2015-114237,14196,0.0,3974,B002026
CA-2016-113516,3302,0.2,1155,B002027
CA-2016-113516,6713,0.2,2349,B002028
CA-2015-117961,1473,0.0,692,B002029
CA-2015-117961,10490,0.0,2517,B002030
CA-2015-117961,6104,0.0,3052,B002031
CA-2015-117961,1095,0.0,514,B002032
CA-2016-128923,939,0.2,328,B002033
CA-2016-128923,932,0.2,81,B002034
CA-2017-162481,826,0.0,388,B002035
CA-2017-162481,26997,0.0,5129,B002036
CA-2015-119214,2904,0.0,1393,B002037
CA-2015-119214,1462,0.0,687,B002038
CA-2015-122287,1195,0.2,433,B002039
CA-2015-122287,453,0.7,-332,B002040
CA-2015-122287,915,0.7,-610,B002041
CA-2015-122287,7536,0.2,2072,B002042
CA-2015-104493,5750,0.2,2012,B002043
US-2017-158946,3886,0.2,777,B002044
CA-2014-129168,1555,0.2,544,B002045
CA-2016-131835,16263,0.0,4553,B002046
CA-2016-131835,59700,0.0,28058,B002047
CA-2016-131835,5548,0.0,2663,B002048
CA-2015-142237,28980,0.2,3622,B002049
CA-2015-142237,250,0.7,-200,B002050
CA-2015-142237,648,0.7,-475,B002051
CA-2015-142237,34148,0.3,-7317,B002052
CA-2015-142237,1112,0.2,83,B002053
CA-2015-142237,2534,0.2,348,B002054
CA-2016-136434,1730,0.0,519,B002055
CA-2017-120376,19995,0.0,6398,B002056
CA-2017-120376,158669,0.0,41253,B002057
CA-2017-120376,8499,0.0,3059,B002058
CA-2017-120376,41180,0.0,7000,B002059
CA-2014-106439,1134,0.0,521,B002060
CA-2014-106439,8030,0.0,2087,B002061
CA-2014-106439,1596,0.2,538,B002062
CA-2014-106439,6473,0.0,3042,B002063
CA-2014-106439,1929,0.2,603,B002064
CA-2014-106439,40564,0.0,1216,B002065
CA-2014-106439,14635,0.2,-914,B002066
CA-2014-106439,25191,0.0,4786,B002067
CA-2014-106439,1239,0.0,371,B002068
CA-2015-133452,19996,0.0,6998,B002069
CA-2015-133452,71083,0.2,-9773,B002070
CA-2016-146521,194,0.7,-129,B002071
US-2017-110996,28392,0.2,-4613,B002072
CA-2016-129693,731,0.2,255,B002073
CA-2017-122504,5997,0.0,1379,B002074
CA-2017-122504,76154,0.2,6663,B002075
CA-2014-131051,5820,0.0,2851,B002076
CA-2017-140676,3990,0.0,1995,B002077
CA-2017-140676,9086,0.0,2634,B002078
CA-2017-140676,9485,0.0,4552,B002079
CA-2015-120103,10623,0.2,3718,B002080
CA-2015-120103,11198,0.2,1119,B002081
CA-2015-120103,771,0.2,173,B002082
CA-2017-104647,3744,0.0,1684,B002083
CA-2014-110352,2368,0.2,888,B002084
CA-2016-140501,12212,0.0,5617,B002085
CA-2016-140501,1845,0.0,867,B002086
CA-2016-140501,32489,0.0,3898,B002087
CA-2016-140501,14672,0.0,6896,B002088
CA-2016-140501,396,0.0,146,B002089
CA-2015-139290,576,0.0,264,B002090
CA-2017-166142,2655,0.0,1300,B002091
CA-2017-166142,31044,0.3,-4878,B002092
CA-2014-145926,47990,0.0,8158,B002093
CA-2015-149678,1288,0.0,38,B002094
US-2015-164357,1312,0.2,147,B002095
US-2016-146570,51184,0.0,24056,B002096
US-2016-146570,9196,0.0,2574,B002097
US-2016-146570,834,0.0,216,B002098
CA-2017-124401,3768,0.2,235,B002099
CA-2017-124401,27994,0.2,8048,B002100
US-2014-140116,63640,0.2,-1591,B002101
US-2014-140116,8316,0.2,935,B002102
CA-2014-123295,25913,0.2,-2591,B002103
CA-2017-167101,22192,0.0,10652,B002104
CA-2017-167101,2600,0.0,1170,B002105
US-2014-167633,1555,0.2,544,B002106
US-2014-152723,87,0.8,-140,B002107
CA-2015-164882,1998,0.0,939,B002108
CA-2015-164882,39835,0.2,12448,B002109
CA-2015-164882,504,0.0,126,B002110
CA-2015-164882,1745,0.0,802,B002111
CA-2015-164882,32313,0.2,2019,B002112
CA-2015-164882,2970,0.0,801,B002113
CA-2015-164882,129583,0.2,14578,B002114
CA-2015-164882,4684,0.0,1264,B002115
CA-2015-164882,42583,0.15,2003,B002116
CA-2015-159786,20967,0.4,-1397,B002117
CA-2016-130267,15988,0.0,7354,B002118
CA-2017-155460,528,0.0,237,B002119
CA-2017-155460,89592,0.2,30237,B002120
US-2017-168690,280,0.7,-196,B002121
CA-2017-158246,21597,0.2,-269,B002122
CA-2017-167381,24196,0.0,4113,B002123
CA-2017-167381,2772,0.0,1330,B002124
CA-2017-144862,10468,0.2,3532,B002125
CA-2017-144862,6295,0.4,944,B002126
CA-2014-126032,8637,0.2,107,B002127
CA-2015-134859,6494,0.2,649,B002128
CA-2015-134859,2073,0.2,725,B002129
US-2014-114188,3328,0.0,931,B002130
US-2014-114188,3852,0.0,1194,B002131
US-2014-114188,13986,0.0,6013,B002132
CA-2015-156524,1964,0.0,903,B002133
CA-2015-122210,15299,0.7,-12239,B002134
CA-2015-122210,1058,0.2,-238,B002135
CA-2015-122210,9492,0.4,1582,B002136
CA-2015-156377,1476,0.6,-1143,B002137
CA-2015-156377,365,0.8,-584,B002138
US-2017-157896,14682,0.0,7341,B002139
CA-2014-159520,14954,0.2,5047,B002140
CA-2014-159520,1714,0.0,445,B002141
CA-2014-159520,99176,0.4,-34711,B002142
CA-2016-155481,3048,0.2,990,B002143
CA-2016-155481,2398,0.4,-479,B002144
CA-2016-155481,1668,0.2,542,B002145
US-2016-152051,42205,0.3,-1808,B002146
US-2016-152051,3808,0.7,-2793,B002147
US-2016-152051,25435,0.2,-5087,B002148
CA-2014-141607,4331,0.0,433,B002149
CA-2017-102771,8495,0.0,2208,B002150
US-2017-139969,23305,0.3,-5327,B002151
CA-2014-167360,11179,0.0,4359,B002152
CA-2015-123505,1494,0.0,702,B002153
